vessel,study by,angiography
postcontrast,opposite of,precontrast
precontrast,opposite of,postcontrast
ultrasonography,study,body
body,study by,ultrasonography
contrast medium,use,injection
angiography,study,vessel
artery,part of,circulation
transrectal,use,endocavity ultrasound
duodenum,connect with,stomach
musculoskeletal system,have,soft tissue
blood flow,have,blood vessel
probe,use,ultrasound
ct scanner,subclass of,scanner
transvaginal,use,endocavity ultrasound
fetus,part of,pregnant woman
soft tissue,part of,musculoskeletal system
pregnant woman,study by,ultrasound
blood vessel,part of,blood flow
endocavity ultrasound,use,transrectal
pregnant woman,have,fetus
esophagus,connect with,stomach
ultrasound,study,pregnant woman
nucleus,have,proton
radio pulse,subclass of,radio wave
water,have,hydrogen nucleus
molecule,have,hydrogen nucleus
axial plane,part of,body
hydrogen nucleus,have,free proton
hydrogen nucleus,have,proton
free proton,part of,hydrogen nucleus
ct scanner,use,x ray tube
proton,part of,nucleus
image,have,signal
proton,part of,hydrogen nucleus
frequency,subclass of,signal
radio wave,have,radio pulse
circulation,have,vascular
tissue,have,water
cerebrospinal fluid,part of,brain
vascular,part of,circulation
brain,connect with,cerebral circulation
brain,have,cerebrospinal fluid
cerebral circulation,connect with,brain
contrast,subclass of,image
pul,part of,scan
scan,have,pul
csf,part of,brain
body,have,urinary tract
atom,have,nucleus
bone,part of,skeleton
skeleton,have,bone
nucleus,part of,atom
technetium-99 m,instance of,radionuclide
urinary tract,part of,body
positron emission tomography,instance of,image modality
iodine-131,instance of,radionuclide
technetium-99 m,subclass of,radionuclide
iodine-131,subclass of,radionuclide
chest radiography,use,x ray tube
plain radiograph,subclass of,image
radiography,use,x ray tube
anteroposterior,subclass of,radiograph
x ray tube,use,radiography
foot,connect with,hand
anatomy,study,region
region,study by,anatomy
hand,connect with,foot
x ray,subclass of,radiograph
pa film,subclass of,radiograph
pa film,subclass of,chest radiograph
pa chest radiograph,subclass of,plain radiograph
chest radiograph,subclass of,plain radiograph
chest radiograph,subclass of,radiograph
pa chest radiograph,use,x ray tube
kidney,part of,urinary tract
small bowel,connect with,stomach
bladder,part of,urinary tract
large bowel,connect with,stomach
large bowel,connect with,small bowel
mucosal detail,have,mucosa
stomach,connect with,large bowel
large bowel,have,rectum
urinary tract,have,bladder
carbon dioxide,part of,air
small bowel,connect with,large bowel
mucosa,part of,mucosal detail
large bowel,connect with,rectum
rectum,connect with,large bowel
visceral organ,have,soft tissue
arterial,have,venous
abdominal organ,have,bowel loop
equilibrium phase,follow,venous phase
venous phase,follow by,equilibrium phase
axial plane,subclass of,acquire
contrast,part of,intravenous
bowel loop,part of,abdominal organ
visceral organ,have,tissue
mri,study,brain
radiation,have,dosage
x ray,cause,radiation
radiation,have,x ray
functional study,subclass of,nuclear medicine
nuclear medicine,study,radiation
functional study,subclass of,clinical use
musculoskeletal medicine,part of,surgery
surgery,part of,musculoskeletal medicine
dosage,cause,radiation exposure
radiograph,have,radiation exposure
radiation exposure,have,dosage
radiation,study by,nuclear medicine
appendicular skeleton,subclass of,skeleton
cranium,part of,skull
skull,have,cranium
axial skeleton,subclass of,skeleton
clinical history,have,examination
examination,part of,clinical history
cartilage,subclass of,connective tissue
cartilage,have,matrix
matrix,part of,cartilage
elastic,subclass of,cartilage
cartilage,have,collagen
collagen,different from,elastic fiber
shape,use by,classification of bone
spongy,subclass of,bone
ankle,subclass of,cuboidal
classification of bone,use,shape
wrist,subclass of,cuboidal
vital organ,have,bone
humerus,connect with,femur
skull,subclass of,bone
periosteum,subclass of,connective tissue
fiber,part of,sensory nerve
sensory nerve,have,fiber
marrow,part of,bone
vessel,have,nerve
sensory nerve,subclass of,nerve
periosteum,connect with,bone
branch,part of,blood vessel
vascular,part of,bone
nerve,part of,vessel
nerve,have,vasomotor fiber
vasomotor fiber,part of,nerve
bone,connect with,periosteum
cartilage,different from,bone
nerve,use,innervate
hyaline cartilage,subclass of,cartilage
articular cavity,part of,synovial joint
synovial joint,subclass of,joint
surface,different from,bony
bone,different from,cartilage
joint,have,skeletal element
nerve,have,connective tissue
articular cavity,part of,joint
bone,have,cartilage
tendon,have,tendon sheath
cartilage,connect with,bone
ligament outside the capsule,have,ligament
tendon,have,connective tissue
joint,have,ligament
joint,connect with,tendon
connective tissue,part of,fibrous membrane
ligament,part of,joint
bone,connect with,cartilage
tendon,connect with,joint
ligament,part of,ligament outside the capsule
ligament,have,connective tissue
synovial membrane,connect with,capsule
capsule,connect with,synovial membrane
thumb,have,carpometacarpal
carpometacarpal joint,part of,thumb
hinge joint,subclass of,joint
carpometacarpal,part of,thumb
ligamentum flavum,instance of,ligament
squamous epithelium,part of,epidermi
epidermi,part of,skin
ulna,connect with,radius
organ,part of,body
pubic symphysis,connect with,pelvic bone
tooth,connect with,bone
radius,connect with,ulna
body,have,organ
dermis,part of,skin
pelvic bone,have,pubic symphysis
intervertebral disc,connect with,vertebrae
skin,part of,body
bone,part of,skull
epidermi,have,squamous epithelium
vascular,subclass of,connective tissue
epidermi,have,dermis
fascia,subclass of,connective tissue
superficial fascia,subclass of,connective tissue
skin,have,dermis
superficial,subclass of,fascia
fat,subclass of,connective tissue
superficial fascia,subclass of,subcutaneous tissue
superficial fascia,follow by,deep fascia
parietal peritoneum,part of,abdominal cavity
retinacula,part of,fascia
superficial fascia,connect with,deep fascia
invest fascia,have,intermuscular septa
intermuscular septa,subclass of,fascial layer
intermuscular septa,part of,invest fascia
retinacula,part of,invest fascia
tendon,part of,joint
deep fascia,subclass of,connective tissue
invest fascia,have,retinacula
transversalis fascia,instance of,fascia
endothoracic fascia,part of,thorax
nerve,connect with,muscle
extraperitoneal fascia,instance of,layer
deep fascia,connect with,superficial fascia
deep fascia,follow,superficial fascia
skeletal muscle,subclass of,muscle tissue
organ,have,visceral
sternohyoid muscle,instance of,skeletal muscle
bone,part of,body
somatic,subclass of,motor nerve
body,have,bone
tunica medium,subclass of,blood vessel
skeletal muscle,have,contraction
skeletal muscle,opposite of,cardiac muscle
vein,subclass of,blood vessel
capillary,subclass of,blood vessel
capillary,connect with,vein
smooth muscle,subclass of,fiber
myocardium,have,cardiac muscle
blood vessel,part of,cardiovascular system
hair follicle,part of,skin
cardiac muscle,part of,myocardium
heart,part of,cardiovascular system
vascular system,have,capillary
pulmonary trunk,instance of,elastic artery
leave common carotid artery,instance of,elastic artery
elastic fiber,subclass of,artery
cardiac cycle,have,diastole
brachiocephalic trunk,instance of,elastic artery
smooth muscle,subclass of,artery
tunica medium,subclass of,tunic
tunica medium,have,elastic fiber
leave subclavian artery,subclass of,medium muscular artery
capillary,part of,vascular system
axillary,subclass of,artery
diastole,part of,cardiac cycle
leave common carotid artery,subclass of,medium muscular artery
leave subclavian artery,instance of,elastic artery
elastic artery,subclass of,artery
diastole,subclass of,blood
aorta,instance of,elastic artery
elastic fiber,part of,tunica medium
tunica intima,subclass of,tunic
three class,have,vein
heart,connect with,peripheral vessel
leg,connect with,forearm
cusp,part of,vein
arm,connect with,forearm
vein,connect with,capillary
vein,part of,peripheral vessel
tunica externa,subclass of,vein
tunica medium,part of,vein
peripheral vessel,connect with,heart
tunica medium,have,tunica externa
cardiovascular system,have,circulation of blood
vein,part of,three class
circulation of blood,part of,cardiovascular system
venule,connect with,capillary
heart,have,cusp
vein,have,tunica externa
forearm,connect with,leg
vein,have,cusp
capillary bed,part of,vascular system
capillary,part of,lymphatic vessel
lymph,part of,lymphatic system
vascular system,have,venous
venous,connect with,lymphatic vessel
lymphatic capillary,part of,venous system
gut,have,lymphatic system
small intestine,have,interstitial compartment
venous,part of,vascular system
lymphatic vessel,connect with,venous
small intestine,have,intestinal epithelium
intestinal epithelium,part of,small intestine
lymphatic system,part of,gut
venous system,have,lymphatic capillary
lymphatic system,have,lymph
interstitial compartment,part of,small intestine
small intestine,have,lymphatic vessel
lymphocyte,part of,lymph node
lymph node,part of,lymphatic vessel
valve,part of,artery
lymphatic vessel,have,macrophage
lymph node,have,lymphatic vessel
lymphatic vessel,part of,central nervous system
lymphatic vessel,have,lymphocyte
macrophage,part of,lymphatic vessel
lymphatic vessel,have,lymph
lymphocyte,part of,lymphatic vessel
lymphatic vessel,part of,lymph
digestive system,have,respiratory system
trachea,part of,thorax
abdomen,have,aorta
lymph,have,lymphatic vessel
bronchi,part of,thorax
peripheral nervous system,part of,nervous system
central nervous system,part of,nervous system
brain,have,brainstem
brainstem,part of,brain
axon,part of,white matter
spinal cord,connect with,brain
brain,connect with,spinal cord
spinal cord,part of,central nervous system
plexus,part of,nerve
central nervous system,have,spinal cord
nerve,have,plexus
plexus,part of,cns
cns,part of,nervous system
visceral nerve,part of,cns
cranial nerve,part of,cns
spinal,part of,cns
cerebral hemisphere,part of,brain
cns,have,neural crest
cerebellum,part of,brain
white matter,have,axon
brain,part of,central nervous system
neural crest,part of,cns
brainstem,have,medulla
pon,part of,brainstem
medulla,part of,brainstem
diencephalon,part of,brainstem
midbrain,part of,brainstem
cranial cavity,have,spinal cord
spinal cord,connect with,vertebral canal
midbrain,have,medulla
spinal cord,part of,cranial cavity
lateral lobe,part of,cerebellum
arachnoid mater,connect with,dura mater
cns,have,spinal cord
vertebral canal,connect with,spinal cord
motor fiber,use,sensory information
differentiate region,part of,dermatomyotome
posterior aspect,part of,neural tube
neural tube,have,posterior aspect
sensory neuron,subclass of,neuron
neuron,subclass of,nerve cell
neuron,subclass of,cell
dermatomyotome,have,differentiate region
motor neuron,subclass of,neuron
sensory ganglia,have,sensory nerve cell body
sensory nerve cell body,part of,sensory ganglia
neural tube,have,nerve cell
nerve cell,part of,neural tube
spinal cord,have,cell body
skeletal muscle,part of,cns
musculoskeletal system,have,tendon
body,have,skin
spinal cord,have,nerve
spinal nerve,have,motor fiber
motor fiber,part of,spinal nerve
nerve,part of,spinal cord
anterior region,part of,spinal cord
spinal cord,have,anterior region
spinal cord,have,spinal nerve
spinal nerve,part of,spinal cord
dermatome,part of,spinal cord
spinal cord,have,dermatome
autonomic division,have,parasympathetic
motor nerve,use,innervate
viscera,have,sensory nerve
nervous system,have,sensory
neural tube,have,sensory neuron
motor neuron,subclass of,cell body
plexus,connect with,viscera
motor,have,sensory fiber
axon,part of,postganglionic motor neuron
sensory fiber,have,motor
anterior root,part of,spinal cord
posterior root,part of,spinal cord
postganglionic motor neuron,have,axon
neuron,connect with,spinal
viscera,part of,body
spinal,connect with,neuron
sympathetic,part of,spinal cord
neuron,part of,spinal
t1,part of,spinal cord
skull,connect with,vertebral column
vertebral column,connect with,coccyx
ganglion,connect with,sympathetic trunk
sympathetic trunk,connect with,anterior rami
anterior rami,part of,spinal nerve
sympathetic trunk,connect with,ganglion
ganglia,have,synapse
l2,part of,spinal cord
coccyx,connect with,vertebral column
vertebral column,have,paravertebral
sympathetic trunk,part of,spinal nerve
sympathetic part,part of,autonomic division
spinal nerve,have,sympathetic trunk
spinal nerve,have,anterior rami
spinal cord,have,l2
anterior rami,part of,spinal cord
paravertebral,part of,vertebral column
autonomic division,have,sympathetic part
sympathetic trunk,part of,spinal cord
anterior rami,connect with,sympathetic trunk
synapse,part of,ganglia
parasympathetic,part of,autonomic division
cns,have,cranial nerve
gastrointestinal system,have,enteric system
viscera,part of,wall
pelvis,connect with,abdomen
viscera,part of,gastrointestinal system
postganglionic motor neuron,part of,ganglia
motor fiber,subclass of,fiber
enteric system,have,ganglia
viscera,have,motor neuron
s2,part of,anterior rami
pelvic,connect with,abdominal
ganglia,part of,enteric system
enteric system,part of,gastrointestinal system
motor fiber,part of,neuron
sympathetic fiber,part of,plexus
visceral sensory fiber,have,parasympathetic fiber
colon,have,pelvic viscera
sympathetic fiber,follow by,visceral sensory fiber
abdomen,connect with,thorax
thorax,connect with,abdomen
parasympathetic fiber,part of,visceral sensory fiber
visceral sensory fiber,follow,sympathetic fiber
motor,subclass of,neuron
plexus,part of,enteric system
ganglia,have,nerve fiber
nerve fiber,part of,ganglia
sensory,subclass of,neuron
spinal cord,connect with,enteric system
carpal,part of,wrist
ankle,have,os trigonum
marrow,part of,vertebral body
elbow joint,have,ulna
axial skeleton,have,appendicular skeleton
os trigonum,part of,ankle
pelvic,have,viscera
appendicular skeleton,part of,axial skeleton
ultrasound,study,abdomen
wrist,have,carpal
ulna,part of,elbow joint
abdomen,study by,ultrasound
sagittal plane,part of,pelvic viscera
abdomen,connect with,vertebral level
viscera,part of,pelvic
hip joint,have,femoral head
solid joint,subclass of,synovial joint
solid joint,subclass of,joint
patella,connect with,femoral condyle
solid joint,connect with,synovial joint
thumb,connect with,carpal
pelvis,connect with,hip joint
femoral head,part of,hip joint
atlanto axial,have,pivot
hip joint,connect with,femoral head
femoral head,connect with,hip joint
pivot,part of,atlanto axial
hip joint,connect with,pelvis
synovial joint,connect with,solid joint
femoral condyle,connect with,patella
vein,part of,lymphatic vessel
carotid artery,connect with,internal jugular vein
lymphatic vessel,have,vein
meninge,part of,cranial cavity
cranial cavity,have,meninge
spinal ganglia,part of,spinal cord
spinal cord,have,spinal ganglion
spinal ganglion,part of,spinal cord
pns,have,autonomic division
autonomic division,have,sympathetic
sympathetic,part of,autonomic division
spinal cord,have,sympathetic nerve
nervous system,have,enteric
plexus,connect with,nerve
wrist,connect with,foot
skeletally mature adult,follow,puberty
puberty,follow by,skeletally mature adult
red blood cell,have,white blood cell
white cell,part of,marrow
bone marrow,part of,clinic
platelet,have,hemopoietic stem cell
hemopoietic stem cell,subclass of,stem cell
osteoporosis,have,fracture
stress,have,fracture
red blood cell,have,hemopoietic stem cell
white blood cell,have,hemopoietic stem cell
bone marrow transplantation,instance of,treatment
bone marrow transplantation,treat,fracture
stem cell,part of,bone marrow
cartilage,part of,bone
branch,part of,tree
fracture,cause,stress
hemopoietic stem cell,produce,platelet
malignancy,subclass of,disease
medullary,connect with,femoral neck
medullary,part of,cortical
vessel,part of,blood clot
femoral neck,connect with,medullary
cortical,have,medullary
blood clot,have,vessel
bone,have,shaft
osteoarthritis,subclass of,degenerative joint disease
proteoglycan,subclass of,water
rheumatoid arthritis,subclass of,joint disease
proteoglycan,have,water
menisci,connect with,cruciate ligament
shoulder,instance of,joint
menisci,connect with,ligament
pain,different from,discomfort
arthroscopy,part of,surgeon
ligament,connect with,cruciate ligament
cruciate ligament,connect with,menisci
arthroscopy,study,joint
joint,study by,arthroscopy
cruciate ligament,connect with,ligament
3d structure,have,tissue
organ,have,tissue
femoral,connect with,femur
structure,part of,tissue
tissue,part of,3d structure
malignant disease,have,infection
femoral component,connect with,femur
tissue,have,structure
tissue,part of,organ
hip joint,have,acetabulum
femur,connect with,femoral
hip joint,connect with,femur
femur,connect with,femoral component
femur,connect with,hip joint
psoas muscle,connect with,psoas fascia
tuberculosis,have,infection
inguinal ligament,part of,groin
psoas fascia,connect with,psoas muscle
psoas muscle,have,fascial layer
atherosclerosis,instance of,disease
disuse,have,muscle atrophy
muscle injury and strain,have,muscle atrophy
muscle injury and strain,subclass of,strain
nerve damage,have,disuse
artery,connect with,heart
fascia,have,invest layer
emboli,have,stroke
vein,connect with,heart
myocardial infarction,cause,acute vessel thrombosis
vein,part of,arm
arm,have,vein
heart attack,cause,myocardial infarction
vessel,have,atherosclerosis
vein,have,valve
heart,connect with,vein
heart,connect with,artery
deep vein,follow,superficial vein
myocardial infarction,have,heart attack
acute vessel thrombosis,have,myocardial infarction
radial,connect with,ulnar artery
ulnar artery,connect with,radial
deep system,have,varicose vein
radial,subclass of,artery
perfuse,use,tissue
venous,connect with,vein
tissue,use,perfuse
varicose vein,part of,deep system
ulnar,subclass of,artery
vein,connect with,venous
inflammatory mediator,have,infection
organ,have,blood supply
lymph node,have,lymphocyte
duodenum,connect with,celiac trunk
lymphatic,have,lymph node
duodenum,instance of,organ
vertebral artery,connect with,carotid artery
carotid artery,connect with,vertebral artery
duodenum,have,celiac trunk
celiac trunk,connect with,duodenum
lymph node,part of,lymphatic
afferent,part of,neuron
spinal cord,part of,cns
pain,cause,sensory
innervate,part of,spinal cord
neuron,have,afferent
sensory,have,pain
iliac fossa,connect with,parietal peritoneum
spinal cord,connect with,umbilical region
sympathetic fiber,part of,spinal cord
diaphragm,connect with,peritoneum
umbilical region,connect with,spinal cord
parietal peritoneum,connect with,iliac fossa
sensory fiber,part of,visceral
colicky,subclass of,abdominal pain
peritoneum,connect with,diaphragm
symptom,different from,sign
appendix,part of,structure
vertebrae,subclass of,bony
sign,different from,symptom
vertebrae,connect with,rib
rib,subclass of,bony
rib,connect with,vertebrae
body,have,vertebral column
vertebral column,connect with,pelvis
thoracic,connect with,vertebral column
sacral,connect with,vertebral column
vertebral column,connect with,spine
vertebral column,have,sacral
intrinsic,part of,muscle of the back
lumbar,part of,vertebral column
vertebral column,have,lumbar
spine,connect with,vertebral column
vertebral column,part of,body
low limb,opposite of,upper limb
muscle of the back,have,intrinsic
sacral,part of,vertebral column
cervical,part of,vertebral column
thoracic,part of,vertebral column
pelvis,connect with,vertebral column
cervical,subclass of,vertebra
vertebrae,part of,body region
sacral vertebrae,connect with,sacrum
cervical region,have,vertebrae
vertebra,part of,cervical region
spinal cord,connect with,vertebral column
thoracic,subclass of,vertebra
sacrum,connect with,coccyx
lumbar,subclass of,vertebrae
sacral,subclass of,vertebra
vertebrae,subclass of,bone
vertebrae,part of,vertebral column
anterior region,part of,vertebral column
coccygeal,subclass of,vertebrae
body region,have,vertebrae
cervical,subclass of,vertebrae
coccyx,connect with,vertebrae
vertebral arch,part of,vertebral body
vertebral column,connect with,spinal cord
lumbar,subclass of,vertebra
vertebral body,have,vertebral arch
thoracic,subclass of,vertebrae
vertebral column,have,anterior region
vertebral column,have,cervical region
cii,part of,cervical region
sacral,subclass of,vertebrae
coccygeal,subclass of,vertebra
vertebrae,part of,cervical region
cervical region,part of,vertebral column
vertebral column,have,vertebrae
anterior,part of,vertebral body
vertebra lv,part of,vertebral body
vertebrae,connect with,vertebral body
laminae,part of,vertebral body
cervical vertebra,part of,vertebral canal
pedicle,connect with,lamina
bone,have,vertebral body
vertebral body,connect with,vertebrae
lamina,connect with,pedicle
vertebral body,part of,bone
laminae,part of,vertebral arch
rib,connect with,vertebral body
vertebral canal,instance of,bony canal
vertebrae,connect with,spinal cord
posterior rami,part of,spinal nerve
vertebral body,part of,vertebrae
rib,connect with,vertebra
rib,connect with,vertebral column
ligament,part of,vertebral arch
vertebrae,have,vertebral body
spinal cord,connect with,vertebrae
head,have,vertebral column
lumbar,part of,spinal cord
coccygeal,connect with,sacral
pia mater,part of,meninge
vertebral canal,connect with,pedicle
extradural,part of,vertebral canal
cerebrospinal fluid,part of,subarachnoid space
thoracic,connect with,lumbar
coccygeal,part of,spinal cord
spinal cord,have,pia mater
spinal cord,have,meninge
meninge,part of,spinal cord
vertebral canal,have,extradural
sacral,part of,spinal cord
meninge,have,pia mater
thoracic,part of,spinal cord
thoracic,subclass of,spinal nerve
vertebrae,connect with,pedicle
cervical nerve,part of,spinal cord
sacral,subclass of,spinal nerve
cervical nerve,subclass of,spinal nerve
spinal cord,have,coccygeal
pedicle,connect with,vertebral canal
subarachnoid space,have,cerebrospinal fluid
vertebral canal,part of,spinal cord
pia mater,part of,spinal cord
pedicle,connect with,vertebrae
anterior ramus,follow,posterior ramus
cerebrospinal fluid,have,subarachnoid space
spinal cord,have,vertebral canal
posterior ramus,follow by,anterior ramus
lumbar,subclass of,spinal nerve
cervical vertebrae,connect with,brain
brain,connect with,skull
skeletal,have,muscular framework of the neck
cervical region,part of,skeletal
skull,connect with,spinal cord
cervical vertebrae,part of,vertebral column
muscular framework of the neck,part of,skeletal
spinal cord,connect with,skull
vertebral column,have,cervical vertebrae
co,connect with,vertebral canal
disc,connect with,spinal cord
vertebral arch,connect with,pedicle
pelvic bone,connect with,sacrum
upper limb,have,trunk
spinal cord,connect with,co
spinal cord,connect with,disc
vertebral canal,connect with,spinal nerve
vertebral column,have,lumbosacral
vertebral canal,connect with,co
intervertebral foraman,part of,vertebral canal
lumbosacral,part of,vertebral column
spinal nerve,connect with,vertebral canal
low limb,have,gluteal region
vertebral body,have,vertebrae
rib,part of,bony framework of the back
spinal nerve,have,posterior rami
skull,part of,bony framework of the back
posterior branch,subclass of,spinal nerve
intervertebral disc,part of,vertebral body
vertebrae,connect with,intervertebral disc
joint,part of,vertebral arch
thorax,connect with,skull
gluteal region,part of,low limb
pelvic bone,part of,bony framework of the back
vertebral arch,have,joint
bony framework of the back,have,rib
skull,connect with,thorax
vertebrae,part of,vertebral body
spinal nerve,connect with,vertebrae
vertebrae,connect with,spinal nerve
sacrum,connect with,pelvic bone
vertebrae,connect with,somite
pelvic wall,have,pelvic bone
pelvic bone,part of,pelvic wall
skull,connect with,cranial cavity
vertebral arch,have,laminae
vertebral foraman,have,vertebral arch
laminae,connect with,vertebrae
laminae,subclass of,bone
vertebral body,connect with,vertebra
thoracic region,connect with,rib
laminae,connect with,pedicle
weight support,part of,vertebral body
cranial cavity,connect with,skull
vertebrae,connect with,laminae
vertebra,connect with,vertebral body
vertebral arch,part of,vertebral foraman
vertebral body,have,weight support
pedicle,connect with,laminae
rib,connect with,thoracic region
axis,part of,cervical vertebrae
vertebra ci,part of,the atla
vertebra ci,part of,cervical vertebrae
pedicle,part of,articular process
transverse process,part of,vertebra
cervical vertebra,subclass of,vertebra
vertebral foraman,part of,triangular
vertebral body,connect with,head
atlas,part of,cervical vertebrae
cervical vertebrae,have,vertebra ci
the atla,have,vertebra ci
head,connect with,vertebral body
spinous process,have,vertebral foraman
transverse process,connect with,cervical vertebrae
transverse ligament,part of,atlas
thoracic vertebrae,connect with,rib
rib,connect with,thoracic vertebra
thoracic vertebra,connect with,rib
rib,connect with,thoracic vertebrae
tubercle,part of,rib
rib,have,facet
lumbar vertebrae,subclass of,vertebrae
sacrum,have,inferior end
vertebrae,connect with,sacrum
inferior end,part of,sacrum
vertebra lv,connect with,coccyx
coccyx,connect with,pelvic bone
coccygeal vertebrae,connect with,sacrum
sacrum,connect with,vertebrae
vertebrae,connect with,coccyx
coccyx,connect with,sacrum
pelvic bone,connect with,coccyx
sacrum,connect with,coccygeal vertebrae
vertebra lv,follow,vertebra li
vertebral canal,part of,vertebral column
symphysis,subclass of,joint between vertebrae in the back
synovial joint,subclass of,joint between vertebrae in the back
ligament,part of,bone
lumbar region,connect with,vertebral arch
pathology,study,structure
vertebra li,follow by,vertebra lv
structure,study by,pathology
vertebral column,have,flexion
intervertebral disc,part of,symphysis
symphysis,subclass of,joint
vertebral arch,connect with,vertebral body
vertebral body,connect with,vertebral arch
vertebral column,have,vertebral arch
vertebral arch,part of,vertebral column
zygapophysial joint,subclass of,synovial joint
facet,part of,capsule
lumbar region,opposite of,thoracic
vertebral body,have,vertebral column
vertebra,connect with,synovial joint
thoracic,opposite of,lumbar region
synovial joint,connect with,vertebra
uncinate process,part of,cervical vertebrae
vertebral body,have,vertebral canal
laminae,connect with,ligamenta flava
posterior surface,part of,vertebral canal
lamina,part of,vertebra
vertebral canal,connect with,intervertebral disc
intervertebral disc,connect with,vertebral body
intervertebral disc,connect with,vertebral canal
skull,connect with,vertebral body
vertebral canal,part of,vertebral body
vertebral body,connect with,vertebral canal
sacrum,connect with,skull
lamina,part of,vertebral canal
vertebral canal,connect with,vertebral body
ligamenta flava,connect with,laminae
vertebral body,connect with,intervertebral disc
vertebral body,connect with,skull
laminae,part of,vertebrae
extrinsic muscle,subclass of,muscle
muscle,have,ligament
interspinous ligament,connect with,vertebral spinous process
occipital protuberance,part of,skull
ligament,part of,muscle
interspinous ligament,subclass of,ligament
intermediate,subclass of,muscle
rib,part of,respiratory
anatomical position,have,head
ci,connect with,cvii
cvii,connect with,ci
head,part of,anatomical position
skull,have,occipital protuberance
superficial,subclass of,muscle
axial skeleton,have,vertebral column
vertebral column,connect with,clavicle
extension,subclass of,movement
posterior intercostal artery,have,dorsal branch
shoulder,connect with,latissimus dorsi
spinal cord,have,cervical plexus
accessory nerve,subclass of,motor innervation
suprascapular artery,connect with,posterior intercostal artery
clavicle,part of,vertebral column
vertebral column,have,clavicle
latissimus dorsi,instance of,muscle
clavicle,connect with,vertebral column
motor innervation,have,accessory nerve
dorsal branch,part of,posterior intercostal artery
latissimus dorsi,use,extension
accessory nerve,part of,motor innervation
adduction,subclass of,movement
inferior fiber,opposite of,superior
cervical plexus,part of,spinal cord
latissimus dorsi,connect with,shoulder
transverse cervical artery,connect with,posterior intercostal artery
levator scapulae,connect with,rhomboid muscle
spinal nerve,have,c4
cervical vertebrae,connect with,scapula
spinal nerve,have,dorsal scapular nerve
dorsal scapular nerve,instance of,spinal nerve
scapula,connect with,cervical vertebrae
c4,part of,spinal nerve
rhomboid muscle,have,rhomboid major
dorsal scapular nerve,part of,brachial plexus
vertebral column,connect with,rib
respiratory function,have,respiratory group
respiratory group,part of,respiratory function
scapula,connect with,vertebral column
rhomboid muscle,part of,respiratory function
latissimus dorsi,part of,respiratory function
vertebral column,connect with,scapula
brachial plexus,have,dorsal scapular nerve
thoracolumbar fascia,part of,trunk
fascial layer,part of,organization
deep muscle,part of,thoracic region
trunk,have,thoracolumbar fascia
thoracolumbar fascia,have,serratus posterior inferior
latissimus dorsi,connect with,thoracolumbar fascia
serratus posterior inferior,connect with,thoracolumbar fascia
latissimus dorsi,part of,thoracolumbar fascia
erector spinae,part of,thoracolumbar fascia
transversus abdomini,part of,abdominal wall
temporal bone,have,mastoid process
lumbar,connect with,thoracic
thoracic vertebrae,connect with,lumbar
erector spinae,subclass of,back muscle
occipital bone,connect with,temporal bone
lumbar,connect with,thoracic vertebrae
cervical vertebrae,connect with,rib
neck,connect with,head
head,connect with,neck
back,connect with,vertebral column
semispinalis capitis,part of,erector spinae
vertebrae,connect with,spinali
spinali,connect with,vertebrae
head,part of,vertebral column
