insoluble,subclass of,salt
gastrointestinal tract,have,bowel luman
nontoxic,subclass of,substance
x ray,have,air
bowel luman,part of,gastrointestinal tract
double contrast,have,barium
ureter,part of,urinary system
vein,connect with,artery
urinary system,have,bladder
artery,connect with,vein
kidney,part of,urinary system
bladder,part of,urinary system
excrete,part of,urinary system
vein,part of,circulation
vessel,study by,angiography
postcontrast,opposite of,precontrast
precontrast,opposite of,postcontrast
ultrasonography,study,body
display panel,part of,computer
body,study by,ultrasonography
bounce back,subclass of,sound wave
contrast medium,use,injection
angiography,study,vessel
subtraction angiography,use,contrast medium
ultrasound,subclass of,sound wave
artery,part of,circulation
transrectal,use,endocavity ultrasound
duodenum,connect with,stomach
musculoskeletal system,have,soft tissue
blood flow,have,blood vessel
probe,use,ultrasound
ct scanner,subclass of,scanner
transvaginal,use,endocavity ultrasound
frequency shift,subclass of,sound wave
fetus,part of,pregnant woman
soft tissue,part of,musculoskeletal system
sir godfrey hounsfield,receive,nobel prize in medicine
computed tomography,discoverer,sir godfrey hounsfield
pregnant woman,study by,ultrasound
blood vessel,part of,blood flow
godfrey hounsfield,receive,nobel prize in medicine
endocavity ultrasound,use,transrectal
pregnant woman,have,fetus
sound wave,have,return
esophagus,connect with,stomach
ultrasound,study,pregnant woman
nucleus,have,proton
nucleus,have,proton
radio pulse,subclass of,radio wave
radio pulse,subclass of,radio wave
water,have,hydrogen nucleus
molecule,have,hydrogen nucleus
axial plane,part of,body
hydrogen nucleus,have,free proton
nuclear magnetic resonance imaging,inception,1946
hydrogen nucleus,have,proton
free proton,part of,hydrogen nucleus
ct scanner,use,x ray tube
mathematical transformation,part of,computer
proton,part of,nucleus
image,have,signal
proton,part of,hydrogen nucleus
water,have,hydrogen proton
bar magnet,use,magnetic field
frequency,subclass of,signal
radio wave,have,radio pulse
circulation,have,vascular
' weighting ',facet of,scan
tissue,have,water
cerebrospinal fluid,part of,brain
vascular,part of,circulation
brain,connect with,cerebral circulation
brain,have,cerebrospinal fluid
cerebral circulation,connect with,brain
contrast,subclass of,image
pul,part of,scan
scan,have,pul
csf,part of,brain
body,have,urinary tract
technetium-99 m,instance of,radioisotope
gamma ray emitter,produce,gamma ray
atom,have,nucleus
bone,part of,skeleton
skeleton,have,bone
nucleus,part of,atom
technetium-99 m,instance of,radionuclide
skeleton,have,bone
urinary tract,part of,body
gamma ray,instance of,electromagnetic radiation
anti electron,subclass of,antimatter
positron emission tomography,instance of,image modality
detection of cancer,subclass of,image modality
iodine-131,instance of,radionuclide
technetium-99 m,subclass of,radionuclide
fluorodeoxyglucose,have,fluorine-18
iodine-131,subclass of,radionuclide
chest radiography,use,x ray tube
plain radiograph,subclass of,image
radiography,use,x ray tube
anteroposterior ( ap ) radiograph,subclass of,radiography
anteroposterior,subclass of,radiograph
x ray tube,use,radiography
foot,connect with,hand
anatomy,study,region
pathological change,subclass of,image
region,study by,anatomy
hand,connect with,foot
abnormal,opposite of,normal variation
x ray,subclass of,radiograph
normal variation,subclass of,radiological diagnosis
pa film,subclass of,radiograph
anteroposterior,part of,bed
pa film,subclass of,chest radiograph
pa chest radiograph,subclass of,plain radiograph
chest radiograph,subclass of,plain radiograph
chest radiograph,subclass of,radiograph
pa chest radiograph,use,x ray tube
ap supine position,subclass of,abdominal radiograph
barium enema,have,carbon dioxide
kidney,part of,urinary tract
small bowel,connect with,stomach
bladder,part of,urinary tract
large bowel,connect with,stomach
large bowel,connect with,small bowel
mucosal detail,have,mucosa
stomach,connect with,large bowel
intravenous contrast medium,use,inject
large bowel,have,rectum
urinary tract,have,bladder
intravenous urography,subject,urinary tract
carbon dioxide,part of,air
small bowel,connect with,large bowel
mucosa,part of,mucosal detail
large bowel,connect with,rectum
rectum,connect with,large bowel
visceral organ,have,soft tissue
presentation of image,subclass of,presentation
arterial,have,venous
abdominal organ,have,bowel loop
window centering,facet of,window setting
equilibrium phase,follow,venous phase
abdominal organ,have,vascularity
computed tomography,different from,computerized tomography
venous phase,follow by,equilibrium phase
axial plane,subclass of,acquire
contrast,part of,intravenous
bowel loop,part of,abdominal organ
visceral organ,have,tissue
mri,study,brain
radiation,have,dosage
x ray,cause,radiation
gadolinium,have,paramagnetic substance
radiation,have,x ray
functional study,subclass of,nuclear medicine
nuclear medicine,study,radiation
functional study,subclass of,clinical use
musculoskeletal medicine,part of,surgery
surgery,part of,musculoskeletal medicine
intravenous contrast agent,subclass of,contrast agent
dosage,cause,radiation exposure
manganese,have,paramagnetic substance
radiograph,have,radiation exposure
radiation exposure,have,dosage
radiation,study by,nuclear medicine
appendicular skeleton,subclass of,skeleton
ultrasound imaging,instance of,modality of choice
cranium,part of,skull
skull,have,cranium
axial skeleton,subclass of,skeleton
clinical history,have,examination
examination,part of,clinical history
fibrocartilage,subclass of,cartilage
cartilage,subclass of,connective tissue
cartilage,have,matrix
hyaline,subclass of,cartilage
matrix,part of,cartilage
elastic,subclass of,cartilage
cartilage,have,collagen
collagen,different from,elastic fiber
intercellular,part of,matrix
bone,part of,skeleton
spongy bone,subclass of,bone
shape,use by,classification of bone
spongy,subclass of,bone
irregular bone,subclass of,bone
cancellous,subclass of,bone
compact,subclass of,bone
skeleton,have,bone
ankle,subclass of,cuboidal
classification of bone,use,shape
trabecular,subclass of,bone
short bone,subclass of,cuboidal
wrist,subclass of,cuboidal
sesamoid bone,subclass of,bone
compact bone,subclass of,bone
bone,have,calcify matrix
vital organ,have,bone
humerus,connect with,femur
skeleton,have,bone
skull,subclass of,bone
periosteum,subclass of,connective tissue
fiber,part of,sensory nerve
sensory nerve,have,fiber
marrow,part of,bone
vessel,have,nerve
sensory nerve,subclass of,nerve
periosteum,connect with,bone
vasomotor fiber,use,regulate blood flow
branch,part of,blood vessel
vascular,part of,bone
nerve,part of,vessel
nerve,have,vasomotor fiber
vasomotor fiber,part of,nerve
bone,connect with,periosteum
sensory nerve fiber,part of,periosteum
cartilage,different from,bone
nerve,use,innervate
hyaline cartilage,subclass of,cartilage
articular cavity,part of,synovial joint
synovial joint,subclass of,joint
surface,different from,bony
bone,different from,cartilage
joint,have,skeletal element
nerve,have,connective tissue
articular cavity,part of,joint
bone,have,cartilage
tendon,have,tendon sheath
cartilage,connect with,bone
ligament outside the capsule,have,ligament
tendon,have,connective tissue
joint,have,ligament
joint,connect with,tendon
connective tissue,part of,fibrous membrane
ligament,part of,joint
bone,connect with,cartilage
tendon,connect with,joint
ligament,part of,ligament outside the capsule
ligament,have,connective tissue
acromioclavicular joint,instance of,plane joint
synovial membrane,connect with,capsule
uniaxial,different from,multiaxial
uniaxial,subclass of,synovial joint
capsule,connect with,synovial membrane
thumb,have,carpometacarpal
synovial joint,subclass of,joint
carpometacarpal joint,part of,thumb
hinge joint,subclass of,joint
carpometacarpal,part of,thumb
ligamentum flavum,instance of,ligament
cartilage,connect with,bone
squamous epithelium,part of,epidermi
epidermi,part of,skin
ulna,connect with,radius
organ,part of,body
pubic symphysis,connect with,pelvic bone
tooth,connect with,bone
ossification center,part of,bone
radius,connect with,ulna
bone,connect with,cartilage
body,have,organ
dermis,part of,skin
pelvic bone,have,pubic symphysis
sutural ligament,subclass of,connective tissue
synchondrose,subclass of,cartilaginous joint
intervertebral disc,connect with,vertebrae
ligament,part of,joint
skin,part of,body
symphysis,subclass of,cartilaginous joint
bone,part of,skull
epidermi,have,squamous epithelium
vascular,subclass of,connective tissue
ossify,subclass of,bone growth
epidermi,have,dermis
ligament,part of,syndesmosis
bone,have,cartilage
fascia,subclass of,connective tissue
superficial fascia,subclass of,connective tissue
skin,have,dermis
superficial,subclass of,fascia
fat,subclass of,connective tissue
superficial fascia,subclass of,subcutaneous tissue
dermis,part of,skin
superficial fascia,follow by,deep fascia
parietal peritoneum,part of,abdominal cavity
retinacula,part of,fascia
superficial fascia,connect with,deep fascia
invest fascia,have,intermuscular septa
intermuscular septa,subclass of,fascial layer
intermuscular septa,part of,invest fascia
retinacula,part of,invest fascia
tendon,part of,joint
deep fascia,subclass of,connective tissue
invest fascia,have,retinacula
transversalis fascia,instance of,fascia
endothoracic fascia,part of,thorax
nerve,connect with,muscle
extraperitoneal fascia,instance of,layer
deep fascia,connect with,superficial fascia
deep fascia,follow,superficial fascia
skeletal muscle,subclass of,muscle tissue
organ,have,visceral
sternohyoid muscle,instance of,skeletal muscle
palmar interosseous muscle,instance of,skeletal muscle
rhomboid major muscle,instance of,skeletal muscle
bone,part of,body
somatic,subclass of,motor nerve
body,have,bone
tunica medium,subclass of,blood vessel
skeletal muscle,have,contraction
skeletal muscle,opposite of,cardiac muscle
vein,subclass of,blood vessel
capillary,subclass of,blood vessel
capillary,connect with,vein
smooth muscle,subclass of,fiber
myocardium,have,cardiac muscle
blood vessel,part of,cardiovascular system
branch network,subclass of,interconnect
hair follicle,part of,skin
cardiovascular system,have,blood vessel
cardiac muscle,part of,myocardium
heart,part of,cardiovascular system
vascular system,have,capillary
control,facet of,flow of blood
pulmonary trunk,instance of,elastic artery
leave common carotid artery,instance of,elastic artery
elastic fiber,subclass of,artery
cardiac cycle,have,diastole
brachiocephalic trunk,instance of,elastic artery
smooth muscle,subclass of,artery
tunica medium,subclass of,tunic
tunica medium,have,elastic fiber
leave subclavian artery,subclass of,medium muscular artery
capillary,part of,vascular system
axillary,subclass of,artery
diastole,part of,cardiac cycle
leave common carotid artery,subclass of,medium muscular artery
leave subclavian artery,instance of,elastic artery
elastic artery,subclass of,artery
diastole,subclass of,blood
aorta,instance of,elastic artery
elastic fiber,part of,tunica medium
tunica intima,subclass of,tunic
vein,connect with,artery
three class,have,vein
heart,connect with,peripheral vessel
leg,connect with,forearm
cusp,part of,vein
arm,connect with,forearm
vein,connect with,capillary
vein,part of,peripheral vessel
tunica externa,subclass of,vein
tunica medium,part of,vein
peripheral vessel,connect with,heart
tunica medium,have,tunica externa
cardiovascular system,have,circulation of blood
vein,part of,three class
circulation of blood,part of,cardiovascular system
venule,connect with,capillary
heart,have,cusp
vein,have,tunica externa
vein,connect with,capillary
forearm,connect with,leg
artery,connect with,vein
capillary,connect with,vein
capillary,connect with,vein
vein,have,cusp
capillary bed,part of,vascular system
chyle,have,chylomicron
capillary,part of,lymphatic vessel
lymph,part of,lymphatic system
vascular system,have,venous
venous,connect with,lymphatic vessel
lymphatic capillary,part of,venous system
gut,have,lymphatic system
small intestine,have,interstitial compartment
venous,part of,vascular system
lymphatic vessel,connect with,venous
lymphocytic system,have,lymphatic capillary
small intestine,have,intestinal epithelium
intestinal epithelium,part of,small intestine
lymphatic system,part of,gut
venous system,have,lymphatic capillary
lymphatic system,have,lymph
interstitial compartment,part of,small intestine
small intestine,have,lymphatic vessel
lymphocyte,part of,lymph node
lymph node,part of,lymphatic vessel
valve,part of,artery
lymphatic vessel,have,macrophage
valve,use,unidirectional flow
lymph node,have,lymphatic vessel
cartilage,subclass of,avascular tissue
lymphatic vessel,part of,central nervous system
lymphatic vessel,have,lymphocyte
macrophage,part of,lymphatic vessel
lymphatic vessel,have,lymph
lymphocyte,part of,lymphatic vessel
lymphatic vessel,part of,lymph
digestive system,have,respiratory system
trachea,part of,thorax
abdomen,have,aorta
lymph,have,lymphatic vessel
bronchi,part of,thorax
peripheral nervous system,part of,nervous system
central nervous system,part of,nervous system
brain,have,brainstem
brainstem,part of,brain
axon,part of,white matter
spinal cord,connect with,brain
brain,connect with,spinal cord
spinal cord,part of,central nervous system
plexus,part of,nerve
central nervous system,have,spinal cord
nerve,have,plexus
plexus,part of,cns
cns,part of,nervous system
visceral nerve,part of,cns
cranial nerve,part of,cns
spinal,part of,cns
cerebral hemisphere,part of,brain
cns,have,neural crest
cerebellum,part of,brain
white matter,have,axon
brain,part of,central nervous system
neural crest,part of,cns
midline portion,part of,cerebellum
spinal cord,connect with,brain
brain,connect with,spinal cord
brainstem,have,medulla
pon,part of,brainstem
medulla,part of,brainstem
diencephalon,part of,brainstem
midbrain,part of,brainstem
cranial cavity,have,spinal cord
spinal cord,connect with,vertebral canal
midbrain,have,medulla
spinal cord,part of,cranial cavity
lateral lobe,part of,cerebellum
arachnoid mater,connect with,dura mater
cns,have,spinal cord
vertebral canal,connect with,spinal cord
motor fiber,use,sensory information
differentiate region,part of,dermatomyotome
posterior aspect,part of,neural tube
neural tube,have,posterior aspect
sensory neuron,subclass of,neuron
neuron,subclass of,nerve cell
neuron,subclass of,cell
dermatomyotome,have,differentiate region
motor neuron,subclass of,neuron
sensory ganglia,have,sensory nerve cell body
sensory nerve cell body,part of,sensory ganglia
neural tube,have,nerve cell
nerve cell,part of,neural tube
spinal cord,have,cell body
skin,have,dermis
touch,part of,proprioception
skeletal muscle,part of,cns
musculoskeletal system,have,tendon
dermis,part of,skin
skin,part of,body
body,have,skin
spinal cord,have,nerve
spinal nerve,have,motor fiber
motor fiber,part of,spinal nerve
nerve,part of,spinal cord
anterior region,part of,spinal cord
spinal cord,have,anterior region
somite,have,somatic motor fiber
spinal cord,have,spinal nerve
spinal nerve,part of,spinal cord
dermatome,part of,spinal cord
spinal cord,have,dermatome
visceral part of the nervous system,follow,somatic part
autonomic division,have,parasympathetic
nervous system,have,somatic part
motor nerve,use,innervate
viscera,have,sensory nerve
nervous system,have,sensory
neural tube,have,sensory neuron
preganglionic motor neuron,have,axon
motor neuron,subclass of,cell body
plexus,connect with,viscera
motor,have,sensory fiber
visceral motor and sensory fiber,part of,plexus
axon,part of,postganglionic motor neuron
spinal cord,have,spinal nerve
spinal cord,have,spinal nerve
sensory fiber,have,motor
anterior root,part of,spinal cord
spinal nerve,part of,spinal cord
posterior root,part of,spinal cord
spinal nerve,part of,spinal cord
postganglionic motor neuron,have,axon
neuron,connect with,spinal
viscera,part of,body
spinal cord level t1 to l2,part of,spinal cord
spinal,connect with,neuron
sympathetic,part of,spinal cord
viscera,part of,peripheral region of the body
neuron,part of,spinal
t1,part of,spinal cord
skull,connect with,vertebral column
vertebral column,connect with,coccyx
ganglion,connect with,sympathetic trunk
sympathetic trunk,connect with,anterior rami
anterior rami,part of,spinal nerve
sympathetic trunk,connect with,ganglion
ganglia,have,synapse
l2,part of,spinal cord
coccyx,connect with,vertebral column
vertebral column,have,paravertebral
sympathetic trunk,part of,spinal nerve
sympathetic part,part of,autonomic division
spinal nerve,have,sympathetic trunk
spinal cord,have,spinal nerve
spinal nerve,have,anterior rami
spinal cord,have,l2
spinal cord,have,spinal nerve
anterior rami,part of,spinal cord
paravertebral,part of,vertebral column
spinal nerve,part of,spinal cord
autonomic division,have,sympathetic part
sympathetic trunk,part of,spinal cord
spinal nerve,part of,spinal cord
anterior rami,connect with,sympathetic trunk
synapse,part of,ganglia
vertebral column,have,paravertebral sympathetic trunk
autonomic division,have,sympathetic part
cranial nerve,part of,cns
parasympathetic,part of,autonomic division
cns,have,cranial nerve
autonomic division,have,parasympathetic
autonomic division of the pns,have,parasympathetic
gastrointestinal system,have,enteric system
viscera,part of,wall
pelvis,connect with,abdomen
viscera,part of,gastrointestinal system
postganglionic motor neuron,part of,ganglia
motor fiber,subclass of,fiber
enteric system,have,ganglia
viscera,have,motor neuron
s2,part of,anterior rami
pelvic,connect with,abdominal
parasympathetic neuron,have,sympathetic fiber
ganglia,part of,enteric system
enteric system,part of,gastrointestinal system
motor fiber,part of,neuron
sympathetic fiber,part of,plexus
visceral sensory fiber,have,parasympathetic fiber
colon,have,pelvic viscera
sympathetic fiber,follow by,visceral sensory fiber
abdomen,connect with,thorax
thorax,connect with,abdomen
parasympathetic fiber,part of,visceral sensory fiber
visceral sensory fiber,follow,sympathetic fiber
gastrointestinal system,have,enteric system
spinal cord,connect with,brain
motor,subclass of,neuron
brain,connect with,spinal cord
plexus,part of,enteric system
ganglia,have,nerve fiber
nerve cell body,part of,ganglia
nerve fiber,part of,ganglia
sensory,subclass of,neuron
spinal cord,connect with,enteric system
motor neuron,subclass of,neuron
enteric system,part of,gastrointestinal system
visceral nerve plexus,have,afferent
abdomen,connect with,thorax
foot,connect with,hand
cathode ray tube,use,x ray
carpal,part of,wrist
ankle,have,os trigonum
marrow,part of,vertebral body
elbow joint,have,ulna
axial skeleton,have,appendicular skeleton
os trigonum,part of,ankle
pelvic,have,viscera
appendicular skeleton,part of,axial skeleton
ultrasound,study,abdomen
wrist,have,carpal
ulna,part of,elbow joint
abdomen,study by,ultrasound
sagittal plane,part of,pelvic viscera
abdomen,connect with,vertebral level
viscera,part of,pelvic
leave hip joint,instance of,degenerative
ulnar,connect with,radio
hip joint,have,femoral head
thumb,have,carpometacarpal
solid joint,subclass of,synovial joint
solid joint,subclass of,joint
joint space,part of,joint
thumb,have,carpalometacarpal
solid joint,subclass of,joint
patella,connect with,femoral condyle
solid joint,connect with,synovial joint
thumb,connect with,carpal
pelvis,connect with,hip joint
socket,part of,hip
femoral head,part of,hip joint
synovial joint,subclass of,a
osteophytesloss of joint space,subclass of,loss of joint space
condylar,subclass of,synovial joint
atlanto axial,have,pivot
hip joint,connect with,femoral head
femoral head,connect with,hip joint
pivot,part of,atlanto axial
prosthesis,use,knee replacement
hip joint,connect with,pelvis
synovial joint,connect with,solid joint
femoral condyle,connect with,patella
capillary bed,part of,vascular system
vein,part of,lymphatic vessel
carotid artery,connect with,internal jugular vein
vascular system,have,venous
venous,part of,vascular system
mediastinal mass,part of,soft tissue
lymphatic vessel,have,vein
meninge,part of,cranial cavity
27 photograph,depict,varicose vein
cranial cavity,have,meninge
spinal cord,have,spinal level
spinal cord,have,c6
spinal ganglia,part of,spinal cord
spinal cord,have,spinal ganglion
spinal ganglion,part of,spinal cord
pns,have,autonomic division
visceral motor component,part of,cns
autonomic division,have,sympathetic
sympathetic,part of,autonomic division
spinal cord,have,sympathetic nerve
spinal cord,have,spinal nerve
nervous system,have,enteric
plexus,connect with,nerve
wrist,connect with,foot
physiotherapy,treat,pain
skeletally mature adult,follow,puberty
foot,connect with,hand
puberty,follow by,skeletally mature adult
hand,connect with,foot
skeletal bone age,different from,age
red blood cell,have,white blood cell
long and flat bone,have,medulla
red marrow,subclass of,bone marrow
white cell,part of,marrow
medicolegal,facet of,medico
bone marrow,part of,clinic
age,facet of,subject
platelet,have,hemopoietic stem cell
growth plate,connect with,shaft
hemopoietic stem cell,subclass of,stem cell
load,have,fracture
osteoporosis,have,fracture
stress,have,fracture
red blood cell,have,hemopoietic stem cell
white blood cell,have,hemopoietic stem cell
bone marrow transplantation,instance of,treatment
bone marrow transplantation,treat,fracture
shaft fracture,subclass of,fracture
stem cell,part of,bone marrow
cartilage,part of,bone
branch,part of,tree
fracture,cause,stress
hemopoietic stem cell,produce,platelet
malignancy,subclass of,disease
bone,have,cartilage
medullary,connect with,femoral neck
collapse,subclass of,necrosis
medullary,part of,cortical
avascular necrosis,subclass of,medical condition
vessel,part of,blood clot
femoral neck,connect with,medullary
fracture line reduction,subclass of,treatment of fracture
callus,part of,fracture site
osteoblast,produce,bone matrix
osteoblast,produce,bone matrix
cortical,have,medullary
blood clot,have,vessel
avascular necrosis,subclass of,cellular death
avascular necrosis,subclass of,death of bone
bone,part of,skeleton
bone,have,shaft
puberty,subclass of,growth
skeleton,have,bone
anti inflammatory drug,treat,joint osteoarthritis
abnormal stress,have,disrupt the joint
juxta,subclass of,osteophyte
osteoarthritis,subclass of,degenerative joint disease
proteoglycan,subclass of,water
rheumatoid arthritis,subclass of,joint disease
proteoglycan,have,water
stress,subclass of,biomechanical force
juxta,subclass of,bony nodule
relate to age,different from,age
joint replacement,part of,clinic
menisci,connect with,cruciate ligament
shoulder,instance of,joint
menisci,connect with,ligament
pain,different from,discomfort
arthroscopy,part of,surgeon
ligament,connect with,cruciate ligament
cruciate ligament,connect with,menisci
arthroscopy,study,joint
joint,study by,arthroscopy
shoulder,instance of,joint
arthroscopy,use,telescope
cruciate ligament,connect with,ligament
3d structure,have,tissue
organ,have,tissue
femoral,connect with,femur
3d structure,have,tissue
structure,part of,tissue
tissue,part of,3d structure
malignant disease,have,infection
femoral component,connect with,femur
tissue,have,structure
malignant disease,have,spread of infection
tissue,part of,organ
hip joint,have,acetabulum
femur,connect with,femoral
hip joint,connect with,femur
tissue,part of,3d structure
femur,connect with,femoral component
femur,connect with,hip joint
spinal cord,connect with,brain
brain,connect with,spinal cord
psoas muscle,connect with,psoas fascia
tuberculosis,have,infection
poliomyelitis,cause,trauma
hypertrophic,subclass of,scar
inguinal ligament,part of,groin
psoas fascia,connect with,psoas muscle
keloid,subclass of,scar
keloid,subclass of,scar
muscle,part of,muscle group
psoas muscle,have,fascial layer
atherosclerosis,instance of,disease
disuse,have,muscle atrophy
inflammatory reaction,have,deposition of cholesterol
muscle injury and strain,have,muscle atrophy
muscle injury and strain,subclass of,strain
interstitial injury,subclass of,muscle tear
inflammatory reaction,have,secondary calcification
plate fissure,have,occlude
nerve damage,have,disuse
vein,connect with,artery
vein of the arm,subclass of,vein
artery,connect with,heart
fascia,have,invest layer
emboli,have,stroke
vein,connect with,heart
myocardial infarction,cause,acute vessel thrombosis
atrophic,subclass of,skin
pressure bandage,treat,skin ulceration
vein,part of,arm
tortuosity,subclass of,dilatation
arm,have,vein
heart attack,cause,myocardial infarction
vessel,have,atherosclerosis
vein,have,valve
heart,connect with,vein
heart,connect with,artery
deep vein,follow,superficial vein
myocardial infarction,have,heart attack
acute vessel thrombosis,have,myocardial infarction
vein,connect with,artery
radial,connect with,ulnar artery
ulnar artery,connect with,radial
collateralization,have,bleed
deep system,have,varicose vein
radial,subclass of,artery
vein,connect with,artery
perfuse,use,tissue
venous,connect with,vein
excise,subclass of,treatment
tissue,use,perfuse
varicose vein,part of,deep system
ulnar artery,connect with,radial
artery,connect with,vein
artery,connect with,vein
ulnar,subclass of,artery
vein,connect with,venous
radial,connect with,ulnar artery
lymphocyte,part of,lymph node
lymphocyte,subclass of,bodily cell
inflammatory mediator,have,tender
inflammatory mediator,have,infection
organ,have,blood supply
lymph node,have,lymphocyte
duodenum,connect with,celiac trunk
lymphatic,have,lymph node
inflame,subclass of,enlarge
duodenum,instance of,organ
vertebral artery,connect with,carotid artery
carotid artery,connect with,vertebral artery
malignancy,have,metastasize cell
duodenum,have,celiac trunk
end artery,subclass of,vessel
celiac trunk,connect with,duodenum
lymph node,part of,lymphatic
fig . 1,depict,dermatome map
myotome,subclass of,dermatome
afferent,part of,neuron
spinal cord,part of,cns
high output region,opposite of,low output region
pain,cause,sensory
spinal cord,have,spinal nerve
neuron,have,sensory output
map,depict,dermatome
innervate,part of,spinal cord
neuron,have,afferent
spinal nerve,part of,spinal cord
sensory,have,pain
cns,have,spinal cord
iliac fossa,connect with,parietal peritoneum
spinal cord,connect with,umbilical region
colic,subclass of,pain
spinal cord level t10,part of,spinal cord
focal pain,subclass of,refer pain
sympathetic fiber,part of,spinal cord
diaphragm,connect with,peritoneum
umbilical region,connect with,spinal cord
parietal peritoneum,connect with,iliac fossa
sensory fiber,part of,visceral
colicky,subclass of,abdominal pain
peritoneum,connect with,diaphragm
dermatome of t10,part of,umbilical region
symptom,different from,sign
appendix,part of,structure
vertebrae,subclass of,bony
sign,different from,symptom
spinal cord,have,spinal nerve
vertebrae,connect with,rib
rib,subclass of,bony
rib,connect with,vertebrae
vertebrae,subclass of,bony element
body,have,vertebral column
vertebral column,connect with,pelvis
thoracic,connect with,vertebral column
sacral,connect with,vertebral column
vertebral column,connect with,spine
vertebral column,have,sacral
intrinsic,part of,muscle of the back
lumbar,part of,vertebral column
vertebral column,have,lumbar
spine,connect with,vertebral column
vertebral column,part of,body
low limb,opposite of,upper limb
muscle of the back,have,intrinsic
sacral,part of,vertebral column
cervical,part of,vertebral column
thoracic,part of,vertebral column
pelvis,connect with,vertebral column
cervical,subclass of,vertebra
vertebrae,part of,body region
sacral vertebrae,connect with,sacrum
cervical region,have,vertebrae
vertebra,part of,cervical region
spinal cord,connect with,vertebral column
thoracic,subclass of,vertebra
sacrum,connect with,coccyx
lumbar,subclass of,vertebrae
sacral,subclass of,vertebra
vertebrae,subclass of,bone
vertebrae,part of,vertebral column
anterior region,part of,vertebral column
coccygeal,subclass of,vertebrae
body region,have,vertebrae
cervical,subclass of,vertebrae
coccyx,connect with,vertebrae
spinal cord,have,spinal nerve
vertebral arch,part of,vertebral body
vertebral column,connect with,spinal cord
lumbar,subclass of,vertebra
vertebral body,have,vertebral arch
thoracic,subclass of,vertebrae
vertebral column,have,anterior region
vertebral column,have,cervical region
cii,part of,cervical region
sacral,subclass of,vertebrae
spinal nerve,part of,spinal cord
coccygeal,subclass of,vertebra
vertebrae,part of,cervical region
cervical region,part of,vertebral column
vertebral column,have,vertebrae
sacral vertebra,part of,vertebral canal
anterior,part of,vertebral body
vertebra lv,part of,vertebral body
vertebrae,connect with,vertebral body
laminae,part of,vertebral body
cervical vertebra,part of,vertebral canal
vertebral arch,part of,vertebral body
spinal cord,have,spinal nerve
pedicle,connect with,lamina
vertebral body,have,vertebral arch
bone,have,vertebral body
vertebral body,connect with,vertebrae
vertebra cii,part of,vertebral body
spinal nerve,part of,spinal cord
lamina,connect with,pedicle
vertebral body,part of,bone
laminae,part of,vertebral arch
rib,connect with,vertebral body
transverse process,have,rib element
vertebral canal,instance of,bony canal
vertebrae,connect with,spinal cord
posterior rami,part of,spinal nerve
vertebral body,part of,vertebrae
rib,connect with,vertebra
rib,connect with,vertebral column
ligament,part of,vertebral arch
vertebrae,have,vertebral body
spinal cord,connect with,vertebrae
head,have,vertebral column
lumbar,part of,spinal cord
coccygeal,connect with,sacral
pia mater,part of,meninge
vertebral canal,connect with,pedicle
extradural,part of,vertebral canal
cerebrospinal fluid,part of,subarachnoid space
thoracic,connect with,lumbar
coccygeal,part of,spinal cord
spinal cord,have,pia mater
spinal cord,have,meninge
meninge,part of,spinal cord
