autism spectrum disorder,have,iq score in autism spectrum disorder may be unstable
intellectual disability,subclass of,co occurring diagnosis
autism spectrum disorder,instance of,disor der
eat problem,subclass of,symptom
more severe intellectual disability,subclass of,intellectual disability
sleep problem,subclass of,symptom
irritability,subclass of,symptom
mood dysregulation,subclass of,symptom
moderate,subclass of,metasyndrome
mild,subclass of,metasyndrome
severe,subclass of,intellectual disability
severe,subclass of,metasyndrome
profound,subclass of,intellectual disability
profound,subclass of,metasyndrome
intellectual develop mental disorder,subclass of,impair brain function
moderate,subclass of,intellectual disability
mild,subclass of,intellectual disability
blindness,subclass of,intellectual disability
locomotor disability,subclass of,intellectual disability
speech,part of,communication
intellectual developmental disorder,subclass of,intellectual disability
prelingual deafness,subclass of,intellectual disability
language,part of,communication
communication,have,nonverbal
communication,have,nonverbal behavior
nonverbal behavior,part of,communication
diagnostic criterion 315.39,part of,f80
articulation,part of,speech
cultural,have,linguistic
morphology,part of,grammar
aca demic achievement,part of,language ability
sensory impairment,different from,hear
hear,different from,sensory impairment
produc tion,part of,comprehension
intellectual developmental disorder,different from,in tellectual disability
use of language,have,write
comprehension,have,produc tion
ges tural,subclass of,signal
verbal,subclass of,signal
expressive,subclass of,language skill
discourse,part of,use of language
receptive,subclass of,language skill
use of language,have,discourse
vocal,subclass of,signal
past tense,subclass of,grammatical error
language,have,context
past tense,subclass of,grammatical error
context,part of,language
past tense,part of,grammar
occupa tional performance,part of,academic achievement
language disorder,subclass of,family history
lan guage assessment,facet of,language disorder
chil dren,use,limited language
criterion b,part of,academic achievement
academic achievement,have,occupa tional performance
diffi cultie,have,read comprehension
grammar,part of,language
language,have,grammar
language strength and deficit,facet of,language disorder
genetic,have,physiological
sound,part of,language
word,part of,language
early vocabulary acquisition,part of,early developmental period
toddlerhood,follow by,adult level of competency
adult level of competency,follow,toddlerhood
normal variation in language,subclass of,variation in language
nor mal developmental variation,different from,language disorder
speech motor deficit,have,language deficit
language delay,subclass of,intellectual disability
hearing impairment,have,language deficit
dialect,subclass of,language
intellectual developmental disorder,subclass of,intellectual disability
language disorder,different from,nor mal developmental variation
academic achievement,have,social participation
autism spectrum disorder,subclass of,neurodevelopmental disorder
specific learn disorder,subclass of,neurodevelopmental disorder
developmental coordination disorder,subclass of,neurodevelopmental disorder
autism spectrum disorder,instance of,neurodevelopmental disorder
social ( pragmatic ),subclass of,communication disorder
speak,have,word
word,part of,speak
pho nological disorder,subclass of,speech sound disorder
phoneme,subclass of,sound
language disorder,subclass of,speech
articulation disorder,subclass of,speech sound disorder
expressive deficit,subclass of,language disorder
articulation,subclass of,sound
articulation,part of,speech
4 year,follow,2 year
chew,subclass of,facial musculature
con necte speech fluently,instance of,developmental skill
articulation of speech sound,instance of,developmental skill
developmental pattern,facet of,articulation of speech sound
learn to produce con necte speech fluently,instance of,developmental skill
phonological simplification,facet of,speech sound disorder
motor coordination,have,developmental coordination disorder
mouth closure,use,chew
learn to produce speech sound clearly and accurately,instance of,developmental skill
chew,use,mouth closure
developmental coordination disorder,subclass of,motor coordination
verbal dyspruxia,subclass of,developmental coordination disorder
word,have,syllable
verbal dyspruxia,subclass of,speech production problem
syllable,part of,word
mouth closure,subclass of,facial musculature
dzh,part of,' late eight '
zh,part of,' late eight '
i,part of,' late eight '
dzh,part of,late eight
zh,part of,late eight
i,part of,late eight
regional,subclass of,normal variation in speech
ch,part of,' late eight '
cultural,subclass of,normal variation in speech
misarticulation,subclass of,sound
tongue thrust swallowing,subclass of,speech sound disorder
r,part of,' late eight '
ethnic,subclass of,normal variation in speech
r,part of,late eight
tongue thrust,subclass of,swallow
dysarthria,different from,speech sound disorder
developmental period,subclass of,onset of symptom
tension,subclass of,word
circumlocution,subclass of,word substitution
pause,subclass of,break word
dysfluency,different from,mental disorder
academic,have,occupational
pause,part of,speech
see he,part of,monosyllabic
early developmental period,subclass of,onset of symptom
anxiety,cause,stress
achieve ment,part of,academic
fearful anticipation,have,dys fluency
fearful anticipation,subclass of,dysfluency
language,have,sound
sound,have,syllable
interview,facet of,job
sound,part of,language
syllable,part of,sound
fearful anticipation,subclass of,anticipation
academic,have,achieve ment
syllable,subclass of,sound
physiological,have,dysfluency
sudden,different from,insidious
phrase,have,word
first word,part of,phrase
childhood onset fluency disorder,subclass of,developmental stuttering
dysfluency,subclass of,fluency disorder
phrase,have,initial consonant
genetic,have,physiological
phrase,have,first word
phrase,have,consonant
childhood onset fluency disorder,subclass of,stutter
insidious,different from,sudden
initial consonant,part of,phrase
consonant,part of,phrase
genetic,have,dysfluency
dysfluency,subclass of,speech difficulty
anxiety,cause,stress
adult onset dysfluency,different from,neurodevelopmental disorder
stutter,subclass of,side effect
normal speech dysfluencie,different from,dysflu encie
dysflu encie,different from,normal speech dysfluencie
sensory deficit,have,dysfluencie of speech
medication side effect,subclass of,side effect
speech motor deficit,have,dysfluencie of speech
dysflu encie,different from,childhood onset fluency disorder
sensory deficit,subclass of,deficit
medication side effect,subclass of,diagnosis
hearing impairment,have,dysfluencie of speech
playground,different from,classroom
tourette 's disorder,subclass of,disorder
tourette 's disorder,have,vocal tic
communication,have,listener
classroom,different from,playground
tourette 's disorder,have,vocal tic
metaphor,subclass of,meaning of language
communication,have,nonverbal
listener,part of,communication
humor,subclass of,meaning of language
idiom,subclass of,meaning of language
intellectual disability,different from,mental disorder
social ( pragmatic ) communication disorder,facet of,pragmatic
mental disorder,different from,intellectual disability
language,use,communication
intellectual developmental disorder,subclass of,intellectual disability
intellectual disability,subclass of,mental disorder
social communication,part of,developmental period
communication,use,language
developmental period,have,social communication
social communication deficit,subclass of,social inter action
social ( pragmatic ) communication disorder,have,chil dren
language,have,speech
genetic,have,physiological
speech,part of,language
write expression,instance of,acquisition
repetitive behavior,facet of,autism spectrum disorder
autism spectrutn disorder,subclass of,autism spectrum disorder
autism spectrum disorder,different from,social ( prag matic ) communication disorder
restrict repetitive pattern of behavior interest and activity,facet of,autism spectrum disorder
social ( prag matic ) communication disorder,different from,autism spectrum disorder
social phobia,subclass of,social anxiety disorder
anxiety,cause,fear
social anxiety disorder,subclass of,symptom
nonverbal,subclass of,communication
emotional reciprocity,subclass of,social interaction
activity,subclass of,behavior
sensory input,part of,environment
interest,part of,behavior
sensory input,part of,sensory aspect of the environment
interest,subclass of,behavior
sensory aspect of the environment,have,sensory input
environment,have,sensory input
activity,part of,behavior
autism spectrum disorder,have,autism spec trum disorder
later life,follow,early developmental period
autism spectrum disorder,have,pervasive developmental disorder
social communication,subclass of,behavior
autism spectrum disorder,have,catatonia
social communication difficulty,have,re-
impair everyday function,subclass of,symptom
social communication,have,social interaction
child hood disintegrative disorder,subclass of,autism spectrum disorder
impairment,subclass of,symptom
high function autism,subclass of,autism spectrum disorder
asperger 's disorder,subclass of,autism spectrum disorder
atypical autism,subclass of,autism spectrum disorder
kanner 's autism,subclass of,autism spectrum disorder
grammar,part of,formal language skill
formal language skill,have,grammar
social interaction,subclass of,communication
lack of speech,subclass of,language delay
diagnose,practice by,clinician
nonverbal,subclass of,social communication
language delay,have,lack of speech
expressive gesture,different from,functional gesture
speech intonation,subclass of,nonverbal communicative behavior
functional gesture,different from,expressive gesture
body posture,facet of,social communication
impair joint attention,subclass of,autism spectrum disorder
body language,subclass of,nonverbal communication
facial expression,subclass of,nonverbal communicative behavior
body orientation,subclass of,nonverbal communicative behavior
pretend play,subclass of,social play
one sided friendship,subclass of,friendship
white lie,subclass of,irony
reciprocity,facet of,relationship
friendship base solely on share special interest,subclass of,friendship
norm,part of,culture
passivity,subclass of,social interest
friendship base solely on share special interest,subclass of,friendship
autism spectrum disorder,have,criterion b
intellectual disabil ity,subclass of,intellectual developmental disorder
repetitive behavior,subclass of,autism spectrum disorder
interest,subclass of,activity
questionnaire,use,psychometric
autism spectrum disorder,have,repetitive behavior
repetitive behavior,facet of,autism spectrum disorder
second year of life,have,24 month of age
childhood disintegrative disorder,different from,developmen tal regression
24 month of age,part of,second year of life
language skill,part of,social
developmen tal regression,different from,childhood disintegrative disorder
24 month,part of,second year of life
child,different from,adult
diag nostic criterion,part of,dsm iv
early childhood,have,first year of life
pla teau,facet of,autism spectrum disorder
rett syndrome,subclass of,differential diagnosis
autism spectrum disorder,have,developmental pla teau or regression
first year of life,part of,early childhood
regression,facet of,autism spectrum disorder
developmental pla teau or regression,facet of,autism spectrum disorder
distressed,subclass of,behavior
later childhood,follow,early childhood
early childhood,follow by,later childhood
indi vidual,subclass of,impairment
improve,opposite of,deteriorate behaviorally
depression,have,anxiety
repeti tive,facet of,autism spectrum disorder
restricted repeti tive behavior,facet of,autism spectrum disorder
restricted repeti tive behavior,subclass of,autism spectrum disorder
polygenic,subclass of,genetic mutation
language impair,subclass of,intellectual disability
epilepsy,subclass of,comorbid diagnosis
polygenic,subclass of,genetic loci
genetic,have,physiological
genetic mutation,have,autism spectrum disorder
united states,group,african american
con tinue rigidity,facet of,adult hood
social interaction,subclass of,learn
ex treme,have,academic achievement
sensory sensitivity,have,interfere with eat and sleep
adaptive skill,different from,iq
regressive phase,subclass of,spectrum disorder
so cial difficulty,subclass of,language disorder
regressive phase,facet of,rett syndrome
so cial difficulty,subclass of,language disorder
communication skill,part of,early development
rett syndrome,subclass of,spectrum disorder
rett syndrome,subclass of,autistic
nonverbal problem solve,subclass of,nonverbal skill
autism spectrum disorder,different from,social ( pragmatic ) communication disorder
autism spectrum disorder,different from,intellectual disability without autism spectrum disorder
hallucination,different from,delusion
motor stereotypie,subclass of,autism spectrum disorder
attention deficit hyperactivity disorder,subclass of,autism spectrum disorder
hy peractivity,subclass of,abnormality of attention
delusion,different from,hallucination
schizophrenia with childhood onset,subclass of,schizophrenia
self injury,subclass of,stereotypie
sleep problem,subclass of,medical condition
sleep problem,subclass of,medical condition commonly associate with autism spectrum disorder
language deficit,subclass of,nonverbal
comorbid mental disorder,subclass of,psychiatric symptom
autism spectrum disorder,have,developmental coordination disorder
nonverbal,subclass of,language deficit
academic,have,occupational activity
squirm,subclass of,fidget
hyperactivity and impulsivity,subclass of,symptom
hyperactivity and impulsivity,instance of,symptom
office,subclass of,workplace
talk excessively,have,excessively
line,have,wait
butt into conversation,subclass of,interrupt
inattentive,subclass of,symptom
hyperactive impulsive,subclass of,symptom
hyperactive impulsive,subclass of,inattentive
talk excessively,subclass of,excessively
on the go,opposite of,be still
sentence,have,answer
play,subclass of,leisure activity
academic,have,so cial
hyperactivity,subclass of,adhd
inattention,facet of,adhd
severe,subclass of,symptom
impulsivity,subclass of,restlessness
impulsive behavior,have,intrusiveness
hyperactivity,subclass of,motor activity
impulsivity,have,social intrusiveness
social intrusiveness,subclass of,impulsivity
intrusiveness,subclass of,impulsive behavior
impulsivity,subclass of,hasty action
wear other out,subclass of,restlessness
ancillary information,part of,recall
work,different from,school
child hood,subclass of,childhood
school,different from,work
clinical presentation,subclass of,symptom
receive frequent reward,subclass of,stimulation
sign of the disorder,subclass of,symptom
childhood,have,adhd
onset,facet of,childhood
childhood onset,different from,age at onset
im pair,subclass of,learn disorder
attention,subclass of,cognitive process
memory,part of,cognitive process
slow wave,subclass of,electroencephalogram
executive function,part of,cognitive process
attention,part of,cognitive process
restless ness,subclass of,inattention
elementary school year,have,inattention be-
fidgetiness,subclass of,sign of hyperactivity
inattention,subclass of,motoric hyperactivity
elementary school year,have,age 4 year
elementary school,have,prom inent
restlessness,subclass of,sign of hyperactivity
age 4 year,part of,elementary school year
prom inent,part of,elementary school
inattention,subclass of,restless ness
hyperactivity,instance of,manifestation
restlessness,subclass of,motoric hyperactivity
preschool,follow by,elementary school
impatience,subclass of,sign of hyperactivity
inattention be-,part of,elementary school year
elementary school,follow,preschool
poor planning,subclass of,motoric hyperactivity
novelty seek,subclass of,emotionality
genetic,have,physiological
exposure to environmental toxicant,have,adhd
attitude toward or interpretation of child 's behavior,part of,cultural varia tion
cultural varia tion,have,attitude toward or interpretation of child 's behavior
adhd,have,conduct problem
academic attainment,facet of,school performance
peer,different from,adhd
adhd,different from,peer
academic deficit,have,inattention
discord,subclass of,negative interaction
laziness,say,irresponsibility
oppositional defiant disorder,subclass of,disorder
inattention,subclass of,academic deficit
self application,facet of,oppositional defiant disorder
autism spectrum disorder,different from,repetitive motor behavior
fidgetiness,different from,restlessness
hyperactivity,different from,inattention
repetitive motor behavior,subclass of,autism spectrum disorder
repetitive motor behavior,different from,autism spectrum disorder
intellectual developmental disorder,subclass of,intellectual disability
inattention,different from,hyperactivity
restlessness,different from,fidgetiness
multiple tic,subclass of,fidgetiness
lack of interest,subclass of,inattention
tourette 's disorder,different from,adhd
adhd,different from,tourette 's disorder
autism spectrum disorder,have,inattention
inabil ity to concentrate,subclass of,depressive disorder
depression,subclass of,disorder
depressive disorder,have,inabil ity to concentrate
impulsivity,facet of,bipolar disorder
mood,facet of,bipolar disorder
bipolar disorder,have,mood
personality disorder,subclass of,disorder
cognitive dysregulation,subclass of,emotional dysregulation
psychotic disorder,subclass of,disorder
disorganization,subclass of,emotional dysregulation
narcissistic,subclass of,personality disorder
borderline,subclass of,personality disorder
substance use disorder,subclass of,substance use
narcissistic,subclass of,personality disorder
academic skill,have,learn
inaccurate or slow and effortful word read,subclass of,difficulty learn and use academic skill
guess word,different from,sound out word
ematical,part of,mathematics
academic,have,occupatiohal
ematical,part of,math
occupatiohal,part of,academic
magnitude,part of,number
math,have,ematical
punctua sion,part of,grammatical
academic skill,part of,academic
mathematics,have,ematical
dyslexia,have,read comprehension
