termination of drug action,subclass of,dissociation of drug from the receptor
a model of drug receptor interaction,depict,receptor
ligand,part of,receptor
cell,part of,biologic system
inert bind site,subclass of,bind
tissue,part of,biologic system
inert bind site,subclass of,bind site
regulatory molecule,subclass of,molecule
inert bind site,subclass of,nonregulatory molecule
pharmacologic,have,ligand
circulation,part of,body
biologic system,have,tissue
prodrug,subclass of,inactive precursor chemical
route,part of,therapeutic
site of action,part of,therapeutic
prodrug,subclass of,precursor chemical
absorb,subclass of,administer
site of action,different from,site of administration
central nervous system,have,brain
encapsulate,subclass of,drug vehicle
liposome,subclass of,drug vehicle
brain,have,capillary
blood vessel,have,endothelial lining
lipid medium,subclass of,aqueous
sanctuary,subclass of,tissue
endothelial lining,part of,blood vessel
couple,use,nanoparticle
albumin,instance of,protein
figure 1 4 mechanism of drug permeation,depict,mechanism of drug permeation
carrier,subclass of,transport
facilitated diffusion,opposite of,passive diffusion
p glycoprotein or multidrug resistance type 1 ( mdr1 ) transporter,part of,abc family
abc ( atp bind cassette ) family,subclass of,transporter
vesicular monoamine transporter,subclass of,transporter
abc ( atp bind cassette ) family,have,adenosine triphosphate
multidrug resistance associate protein ( mrp ) transporter,part of,abc family
multidrug resistance associate protein,subclass of,transporter
brain,instance of,tissue
nerve,have,membrane
abc family,have,multidrug resistance associate protein ( mrp ) transporter
norepinephrine transporter,subclass of,transporter
bile,part of,urine
pharmacology,study,transport molecule
membrane,part of,nerve
membrane carrier,subclass of,expel foreign molecule
solute carrier,subclass of,transporter
serotonin reuptake transporter,subclass of,transporter
ion gradient,use,transport
red blood cell,have,hemoglobin
fick 's law,facet of,concentration gradient
lipid membrane,use,lipid diffusion
lipid solubility,have,lipid diffusion
hydrogen ion,have,proton
ionization of weak acid and weak basis,instance of,henderson hasselbalch equation
molecule,have,cation
lipid diffusion,use,lipid membrane
anion,have,hydrogen ion
ionization of weak acid and weak basis,part of,henderson hasselbalch equation
anion,part of,molecule
ph,facet of,ionized state
ph,facet of,urine
passive diffusion,subclass of,reabsorb
case study,subclass of,manipulation of drug excretion by the kidney
glomerulus,part of,kidney
small intestine,connect with,stomach
stomach,connect with,small intestine
kidney,have,glomerulus
neutral amine,have,nitrogen
amine,subclass of,molecule
ph,facet of,ionization constant
quaternary amine,have,nitrogen
molecule,have,atom
weak basis,subclass of,amine
secondary,subclass of,amine
weak basis,subclass of,drug
tertiary,subclass of,amine
several thousand drug currently available,instance of,group
pharmacodynamic,have,pharmacokinetic
blood,different from,urine
pharmaceutical industry,have,marketing
drug development,part of,pharmaceutical industry
blockbuster,subclass of,breakthrough
toxicologic,part of,pharmacologic
discovery,part of,laboratory
weak base,part of,methamphetamine
marketing,part of,pharmaceutical industry
methamphetamine,have,weak base
urine,different from,blood
toxicologic research,part of,pharmacologic
drug pricing scandal,have,price increase by several hundred or several thousand percent
marketing,have,advertise
advertise,part of,marketing
drug pricing scandal,have,price increase by several hundred or several thousand percent
price gouging,have,public outrage
price gouging,different from,rational pricing mechanism
price increase by several hundred or several thousand percent,cause,drug pricing scandal
cost of health care,have,inflationary increase in the cost of health care
drug pricing,facet of,development of new drug
drug pricing scandal,subclass of,price gouging
drug pricing,instance of,controversy
drug pricing,facet of,inflationary increase in the cost of health care
price increase by several hundred or several thousand percent,part of,drug pricing scandal
rational pricing mechanism,different from,price gouging
profit margin,facet of,pharma
safety monitoring,subclass of,datum gathering
synthesis,part of,development
potency,subclass of,compound
in vivo,different from,in vitro study
in vivo,different from,in vitro
highly toxic,subclass of,drug
in vitro,different from,in vivo
biologic target,have,interaction
discovery,part of,development
in vitro study,different from,in vivo
drug use in life threaten disease,subclass of,requirement
testing,part of,development
chemical entity,study by,chemical synthesis
development,have,testing
clinical,follow,preclinical
veterinary drug,subclass of,clinical trial
laboratory,part of,basic science
pharmacologic profile,facet of,pharmacologic
drug screening,study,pharmacologic profile
preclinical,follow by,clinical
basic science,have,clinic
pharmacologic profile,study,drug
clinical,study,clinical trial
pharmacologic profile,study by,drug screening
drug,study by,pharmacologic profile
resistant to standard agent,subclass of,infectious organism
animal model,subclass of,human disease
receptor,part of,cell membrane
infection,subclass of,disease
alzheimer 's disease,instance of,disease
thrombotic disease,subclass of,disease
toxic,subclass of,effect
sulfonamide,have,antimicrobial
hypertension,subclass of,disease
autism,instance of,disease
homologous animal receptor,subclass of,receptor
selectivity,part of,pharmacologic
in vivo,subclass of,study
renal function,part of,cardiovascular
physical,subclass of,dependence
psychological dependence,subclass of,dependence
psychological,subclass of,dependence
tolerance development,subclass of,assessment
pharmacokinetic,part of,pharmacodynamic
examine,study,drug interaction
dose,facet of,toxic
preclinical toxicity study,part of,clinical trial
candidate drug,study by,clinical testing
clinical testing,subclass of,screen
no effect,subclass of,dose
median lethal dose,subclass of,no effect dose
preclinical toxicity testing,subclass of,toxicity testing
quantitative estimate,subclass of,study
minimum lethal dose,subclass of,no effect dose
clinical testing,study,candidate drug
risk associate with exposure,subclass of,risk
toxicity testing,subclass of,testing
safety test,part of,preclinical testing
toxicity,study by,testing
toxicity testing,subclass of,preclinical testing
preclinical testing,subclass of,limitation
preclinical,subclass of,datum
toxicity,study by,toxicity testing
testing,study,toxicity
animal,different from,human
toxicity testing,study,toxicity
federal law,apply to,usa
experimental design,study,population of subject
randomization,facet of,statistically valid
randomization,facet of,statistical
crossover technique,use,study group
blood,have,tissue
disease,have,pharmacokinetic of drug
toxicity,subclass of,adverse effect
biochemical,part of,physiologic
placebo response,subclass of,therapeutic intervention
inert,subclass of,dosage form
placebo,have,positive response
active dosage form,opposite of,inert material
drug effect see in clinical trial,facet of,clinical trial
drug effect see in clinical trial,facet of,clinical datum
phase 2,facet of,study
phase 2,facet of,clinical trial
confirmation of compliance with protocol,say,adherence
control group,opposite of,crossover design
clinical datum,subclass of,datum
single blind design,facet of,subject bias
confirmation of compliance with protocol,subclass of,adherence
first in human study,subclass of,clinical trial
patient,study by,clinician
confound factor,facet of,randomization
confound factor,have,randomization
benefit of new drug,opposite of,hide
surrogate end point,subclass of,clinical end point
datum,facet of,drug
standard therapy,subclass of,drug
gold standard,facet of,evaluate drug
hide,opposite of,benefit of new drug
fda,apply to,usa
adequately control testing,facet of,safe and effective
energy food,subclass of,food supplement
effectiveness,part of,safety
safety,have,effectiveness
antibiotic,subclass of,drug
safe and effective,subclass of,control testing
food & drug administration,apply to,usa
drug approval,part of,regulatory
side effect,facet of,medication
interstate production and marketing of drug,subclass of,drug commerce
dissatisfaction with aspect of drug and medical care,subclass of,litigation
thalidomide,treat,leprosy
table 1 5,part of,ind
animal study,part of,preclinical
ind,have,table 1 5
notice of claim investigational exemption for a new drug,facet of,clinical trial
investigational status,subclass of,clinical trial
subacute,subclass of,toxicity
carcinogenicity study,subclass of,chronic safety testing
clinical testing,have,testing in human
testing in human,subclass of,clinical testing
study,have,study
phase 3,follow,phase 2
toxicity,part of,phase
phase 2,follow by,phase 3
phase 3,follow,phase 2 trial
university hospital,subclass of,clinical center
disease be treat,practice by,specialist
2,follow by,phase 3 trial
1,follow by,2
phase 3 trial,subclass of,trial
phase 3,part of,evaluate
phase 3 trial,follow,2
phase 3,facet of,toxic effect
phase 3,subclass of,study
phase 3,part of,phase 3 trial
crossover,subclass of,double blind
novel structure,subclass of,molecular entity
application,have,phase 3
preclinical,follow by,clinical
study may be require,have,approval process
approval,facet of,new drug application
molecular entity,subclass of,new drug
phase 3,part of,application
confound variable,facet of,statistical method
phase 2,follow by,phase 3 study
drug trial,study by,statistical method
interim datum evaluation,facet of,drug trial
phase 2,follow by,phase 3
interim datum evaluation,subclass of,statistical method
statistical method,study,drug trial
phase 3 study,follow,phase 2 study
fda,have,enforcement of this requirement
phase 3,facet of,control marketing
fast track,part of,fda
phase 1,follow by,phase 3
phase 1,part of,fda
preclinical,follow by,clinical testing
enforcement of this requirement,part of,fda
adverse effect,subclass of,toxicity
drug induce event,subclass of,toxicity
phase 4,follow,3
safety,facet of,drug
phase 4,part of,approval to market
phase 1,follow by,2
adverse effect,subclass of,drug induce effect
phase 4,part of,accelerate approval
1 in 10 000,facet of,toxicity
accelerate approval,have,phase 4
phase 4,instance of,no fixed duration
phase 4,facet of,approval to market
2,follow by,phase 4
3,follow by,phase 4
phase 1,follow by,phase 4
toxicity,subclass of,drug induce event
generic drug,subclass of,prescription
marketing,facet of,pharmaceutical company
drug developmentapprovalprocess ucm079031.htm,part of,fda website
approval of a new drug application,facet of,patent
drug,manufacturer,company
generic name,different from,trademark name
conflict of interest,facet of,fda approval process
efficacy,different from,effective agent
effective agent,different from,efficacy
phase 2,facet of,trial
clinical,part of,scientific
marketing,facet of,pharmaceutical industry
company,produce,drug
marketing,part of,development
trade name,subclass of,trademark
fda,organization,government
marketing approval,participant,manufacturer
drug,use by,physician
marketing approval,facet of,clinical study
patient,practice by,physician
physician,field of,continue medical education
continue medical education,practice by,physician
exclusive marketing status,facet of,patent
free sample,subclass of,distribute
intolerance,subclass of,adverse reaction
adverse drug event,subclass of,unintended response
allergy,subclass of,adverse reaction
unexpected,part of,serious
drug incompatibility,subclass of,preventable adverse event
ind study,facet of,clinical trial
idiosyncrasy,subclass of,adverse reaction
adverse drug reaction,instance of,fourth leading cause of death
serious,have,unexpected
overdose,subclass of,adverse event
gates foundation,instance of,not for profit
orphan drug & treatment of rare disease,subclass of,orphan drug
orphan drug,subclass of,drug for rare disease
pathophysiology,study,disease
michael j. fox foundation for parkinson 's disease,instance of,not for profit
cost of develop,facet of,drug
disease,study by,pathophysiology
cystic fibrosis foundation,instance of,not for profit
huntington 's disease society of america,instance of,not for profit
mechanism,study by,pathophysiology
pathophysiology,study,mechanism
orphan drug,subclass of,rare disease
physician ' desk reference,instance of,package insert
micromedex,instance of,website
usfda,instance of,fda
drug toxicity,study by,toxicologic
adverse drug reaction,study by,pharmacology
physician,field of,license
product,study by,pharmacology
fda,instance of,website
medwatch,instance of,e mail notification service
license,practice by,physician
service,subclass of,subscription
website,part of,internet
adverse drug reaction,subclass of,toxic effect
fda website,have,forpatient approval fast ucm20041766.htm
the concise guide to pharmacology 2015 16,author,alexander sph et al
randomize control trial,have,primary outcome
adaptive design for clinical trial,facet of,clinical trial
avorn j,field of,comparative effectiveness research
primary outcome,part of,randomize control trial
analysis,part of,management
fda accelerate approval website,have,forpatient approval fast ucm20041766.htm
fda,instance of,website
fda accelerate approval website,instance of,website
adaptive design for clinical trial,subclass of,clinical trial
down n et al,field of,regulatory review of novel therapeutic
wolter kluwer,produce,publication
management,have,analysis
drug development,part of,clinical practice
examination & board review,part of,pharmacology
collin,member of,fs
the medical letter on drug and therapeutic,publisher,the medical letter inc .
demystify the new drug application,author,scheindlin s
medical letter on drug and therapeutic,instance of,letter
koslowski s et al,field of,biosimilar
prescribersletter.com,locate in,stockton california
pharmacology,have,examination & board review
mol intervention,date,2004
huang s m,member of,temple r
phrma.org,instance of,website
pharmaceutical research and manufacturer of america,instance of,website
aspirin overdose,have,metabolic acidosis
human subject,study by,medical research
medical research,study,human subject
interaction with molecule,have,drug
epinephrine,treat,bronchial asthma
acute difficulty breathe,treat,emergency department
propranolol,treat,hypertension
bronchial asthma,subclass of,wheeze
cell,part of,organism
drug,cause,interaction with molecule
alternative treatment,part of,physi cian
verapamil,have,antihypertensive medication
wheeze,location,chest
organism,have,cell
hypertension,drug,propranolol
hypertension,drug,verapamil
tachy pneic,subclass of,tachycardic
verapamil,treat,hypertension
propranolol,have,antihypertensive medication
biophysical,part of,biochemical
drug,study by,pharmacologic
development of drug,part of,clinical practice
receptor complex,have,receptor
clinical practice,have,development of drug
drug receptor complex,have,receptor
biologic regulation,facet of,endocrinology
receptor,part of,drug receptor complex
cell,part of,tissue
hormone,subclass of,natural ligand
agonist,subclass of,pharmacologic
cell,have,receptor
neurotransmitter,subclass of,natural ligand
receptor,part of,cell
selectivity,facet of,drug action
pharmacologic antagonist,opposite of,agonist
receptor,subclass of,protein
genome sequencing,part of,molecular biology
pharmacologic antagonist,subclass of,drug
antagonist,opposite of,agonist
orphan receptor,subclass of,receptor
agonist,opposite of,pharmacologic antagonist
allosteric modulator,subclass of,bind to a different site on the receptor
selective,subclass of,drug
genome,study by,molecular biology
pharmacologic antagonist,subclass of,allosteric modulator
inhibitor,subclass of,drug
drug receptor,subclass of,protein
dopamine transporter,subclass of,transport protein
neurotransmitter,subclass of,chemical signal
biochemical mechanism,subclass of,molecular structure
hormone,subclass of,chemical signal
colchicine,have,anti inflammatory agent
signal mechanism & drug action,facet of,biochemical mechanism
transport protein,subclass of,drug target
autacoid,subclass of,chemical signal
concentration effect curve,part of,receptor binding of agonist
receptor binding of agonist,have,concentration effect curve
low dos,subclass of,dose
biologic,subclass of,molecule
drug receptor system,have,radioactive receptor ligand
agonist,subclass of,pharmacologic
spare receptor,subclass of,receptor
heart muscle,have,myocardial cell
pharmacologic response,subclass of,biologic response
beta adrenoceptor,part of,myocardial cell
irreversible antagonist,subclass of,pharmacologic response
cell,part of,tissue
receptor,have,ligandreceptor
downstream signal,subclass of,mediator
temporal,subclass of,receptor
signal mediator,part of,downstream
signal,part of,biochemical
effector,part of,receptor
receptor,part of,cell
competitive,subclass of,antagonism
receptor antagonist,subclass of,antagonist drug
agonist concentration effect curve,facet of,agonist concentration
agonist,opposite of,antagonist
agonist,opposite of,receptor antagonist
therapeutic,practice by,clinician
antagonist,study by,pharmacologist
propranolol,treat,hypertension
hypertension,drug,propranolol
irreversible antagonist,subclass of,antagonist
agonist,opposite of,irreversible antagonist
disadvantage,opposite of,advantage
agonist,opposite of,antagonist
irreversible,subclass of,covalent bond
nearly irreversible,subclass of,covalent bond
interaction,have,ligand
physiologic antagonism,subclass of,chemical antagonist
insulin,opposite of,glucocorticoid
glucocorticoid,subclass of,hormone
protamine,instance of,protein
insulin,different from,glucocorticoid
full agonist,have,partial agonist
ligand,part of,interaction
isoproterenol,treat,bradycardia
molecular mechanism,facet of,drug
receptor,part of,cellular
receptor,part of,cellular
protein family,part of,evolution
concentration effect curve,subclass of,equation
repeat administration,part of,prolong
cytoplasmic second messenger,subclass of,chemical second messenger
selectivity,facet of,drug
cytoplasm,have,plasma membrane
target,facet of,develop new drug
molecular mechanism,subclass of,transmembrane signal
structural family,facet of,protein
molecular mechanism,instance of,evolution
chemical second messenger,subclass of,signal
chemical second messenger,subclass of,signal
receptor,subclass of,protein
lipid bilayer,part of,plasma membrane
transmembrane receptor,subclass of,protein
protein,have,ligand
tyrosine,have,phosphate
intracellular receptor,part of,plasma membrane
transduce,subclass of,chemical signal
cytoplasmic domain,have,extracellular domain
transcription activate,subclass of,domain
precursor,instance of,protein family
domain,part of,protein
precursor,subclass of,protein family
glucocorticoid hormone,have,receptor protein
structural domain,part of,protein
bind domain,part of,ligand
domain,part of,protein
stabilizer,part of,active configuration
polypeptide,have,receptor
agonist,subclass of,agent
enzyme,subclass of,protein
hsp90,subclass of,heat shock protein
tyrosine kinase,subclass of,protein
dimer,subclass of,oligomeric complex
guanylyl cyclase,subclass of,protein
phosphorylation,subclass of,biochemical process
tyrosine kinase,instance of,protein
lipid bilayer,part of,plasma membrane
tyrosine kinase,part of,cytoplasmic domain
extracellular domain,have,ligand
cytoplasmic domain,have,tyrosine kinase
guanylyl cyclase,instance of,protein
serine kinase,instance of,protein
ligand,part of,extracellular domain
serine kinase,subclass of,protein
tyrosine kinase,have,phosphorylation
domain,part of,protein
y y y y egf,have,egf atp
phosphorylate,have,catalyze phosphorylation
egf atp,part of,y y y y egf
cytoplasmic,have,extracellular
domain,part of,protein
dimeric state,opposite of,monomeric state
extracellular,part of,cytoplasmic
catalyze,subclass of,enzymatic
protein,have,domain
representative receptor tyrosine kinase,part of,epidermal growth factor ( egf ) receptor
insulin,have,tyrosine kinase receptor
extracellular,have,cytoplasmic domain
gene,part of,cell
cetuximab,instance of,monoclonal antibodie
trastuzumab,instance of,monoclonal antibodie
growth factor signal,subclass of,neoplastic disorder
egf receptor,have,tyrosine kinase
gene,have,transcription factor
gene,have,expression
intracellular domain,part of,transmembrane receptor
intracellular,subclass of,domain
erythropoietin,subclass of,peptide
janus kinase,subclass of,protein tyrosine kinase
tyrosine kinase,subclass of,mobile protein
tyrosine kinase,instance of,protein
transmembrane receptor,have,intracellular domain
janus kinase,instance of,protein
growth hormone,subclass of,peptide
transcription,part of,nucleus
extracellular,subclass of,domain
tyrosine kinase,subclass of,receptor
phosphorylate tyrosine residue,have,phosphorylate tyrosine residue
ion channel,have,ligand
ligand gate ion channel,subclass of,ion channel
plasma membrane,have,transmembrane conductance
ligand,part of,ion channel
glutamate,have,neurotransmitter
gaba,have,neurotransmitter
receptor,have,ligand
transmembrane conductance,part of,plasma membrane
serotonin,have,neurotransmitter
drug,study by,clinical medicine
nicotinic acetylcholine receptor,instance of,ion channel
acetylcholine,have,neurotransmitter
activator of transcription,part of,complex signal dance
cytoplasmic,have,nucleus
neurotransmitter,have,ion
polypeptide,part of,lipid bilayer
ligand gate,subclass of,ion channel
gamma,part of,alpha subunit
extracellular fluid,have,plasma membrane
pentamer,subclass of,polypeptide
flytrap domain,part of,glutamate receptor
central nervous system,have,synapsis
neurotransmitter,part of,excitatory neurotransmission
ion channel,have,ligand
aqueous channel,subclass of,ion channel
synapse,part of,central nervous system
ligand,part of,ion channel
excitatory neurotransmission,have,neurotransmitter
synapsis,part of,central nervous system
extracellular fluid,have,aqueous channel
synapse,subclass of,transfer of information
agonist,have,bind
allosteric modulator,treat,cystic fibrosis
receptor,subclass of,protein
heart,have,vascular smooth muscle
cystic fibrosis,drug,allosteric modulator
heart,connect with,vascular smooth muscle
ivacaftor,treat,cystic fibrosis
vascular smooth muscle,part of,heart
domain,part of,protein
voltage gate ion channel,use,membrane potential
vascular smooth muscle,connect with,heart
cytoplasmic,have,plasma membrane
second messenger,part of,intracellular
alpha,subclass of,adrenoceptor
g protein,have,gs
transmembrane signal system,have,component
component,part of,transmembrane signal system
adenylyl cyclase,subclass of,membrane protein
enzyme,subclass of,effector element
adenylyl cyclase,subclass of,protein
phosphoinositide,subclass of,second messenger
beta,subclass of,adrenoceptor
serotonin,instance of,neurotransmitter
g protein,have,gtp
effector,part of,g protein
receptor,have,nucleotide bind site
g protein,have,gtp
receptor,part of,g protein
open arrow,facet of,regulatory effect
gdp,part of,g protein
g protein,have,effector
g protein,have,nucleotide
heterodimer,different from,homodimer
acetylcholine,different from,nicotinic
heterodimer,subclass of,homodimer
g protein couple receptor,subclass of,receptor
plasma membrane,have,polypeptide chain
heterodimer,subclass of,gpcrs
nicotinic,different from,acetylcholine
homodimer,different from,heterodimer
homodimer,subclass of,gpcrs
precursor,instance of,evolutionary
cytoplasmic,have,cytoplasmic surface
figure 2 11,depict,schematically
g protein,have,gtp
cytoplasm,have,nucleotide
receptor,subclass of,protein
threonine,subclass of,residue
g protein,have,guanine nucleotide
intracellular,opposite of,extracellular
protein data bank,area,europe
i,part of,roman numeral
serine,subclass of,residue
reversible,subclass of,desensitization
second exposure,subclass of,reversible
hormonal agonist,subclass of,drug
hormonal agonist,subclass of,drug
adenylyl cyclase,have,stimulation
threonine,subclass of,residue
desensitization,subclass of,mechanism
phosphorylation,have,receptor
phosphatase,have,phosphorylation
g protein couple receptor kinase,subclass of,protein kinase
serine,subclass of,residue
beta arrestin,have,positive signal transducer
allosteric ligand,opposite of,functionally selective ligand
cytoplasm,have,nucleus
substrate,subclass of,protein
dimer,subclass of,kinase
sex steroid,have,adrenal
corticotropin,instance of,hormone
cellular,have,plasma membrane
open arrow,facet of,regulatory effect
multiple second messenger,part of,phosphoinositide signal pathway
phosphoinositide signal pathway,have,second messenger
cytoplasm,have,internal storage vesicle
second messenger,part of,phosphoinositide signal pathway
phosphodiesterase,subclass of,protein
phosphoinositide signal pathway,have,multiple second messenger
asterisk,instance of,activate state
phosphatidic acid,subclass of,phospholipid
open arrow,facet of,regulatory effect
protein kinase c,instance of,structurally distinct
nonreceptor,subclass of,signal pathway
dephosphorylation,subclass of,enzymatic degradation
cyclic guanosine monophosphate,have,c
carrier of diverse message,subclass of,signal
vascular smooth muscle,instance of,cell type
intracellular domain,part of,transmembrane receptor
guanylyl cyclase,part of,cytoplasmic
extracellular domain,part of,transmembrane receptor
sodium nitroprusside,treat,hypertension
relax smooth muscle,opposite of,contract smooth muscle
phosphorylation,part of,a common theme
ip3,have,ca2
a common theme,have,phosphorylation
imatinib,treat,chronic myelogenous leukemia
antagonist,subclass of,pharmacologic response
agonist,subclass of,pharmacologic
receptor,part of,drug
agonist,subclass of,pharmacologic response
antagonist,opposite of,agonist
antagonize,opposite of,mimic
ligand,part of,receptor
regulatory property,subclass of,signal
propranolol,have,selective antagonist
g protein couple receptor,subclass of,receptor
muscarinic achrs,subclass of,g protein couple receptor
norepinephrine,have,biogenic amine
receptor,have,ligand
structural receptor,subclass of,receptor
receptor,have,chemical signal
tamoxifen,instance of,drug
receptor,subclass of,chemical signal
tamoxifen,treat,breast cancer
drug,study by,pharmaceutical chemist
breast cancer,drug,tamoxifen
pharmaceutical chemist,study,drug
receptor,part of,cell
modulator,subclass of,inhibitor
tamoxifen,have,agonist
steroid receptor,subclass of,receptor
efficacy,study by,pharmacologic
quantal dose effect curve,facet of,therapeutic efficacy
sedative hypnotic,have,coma
grade dose response curve,use,clinical decision make
responsiveness to drug,instance of,clinical relevance
quantal dose effect curve,subclass of,cumulative frequency distribution
dos,part of,frequency distribution
lognormally distribute,subclass of,frequency distribution
figure 2 16,depict,quantal dose effect plot
opioid,have,sedation
clinical,part of,experimental
quantal dose effect curve,facet of,quantal effect
median effective dose,facet of,quantal dose effect curve
potency,facet of,drug
course of treatment,have,different time
idiosyncratic drug response,subclass of,response to a drug
rational therapeutic decision,subclass of,critical information
selectivity,subclass of,drug
selectivity,facet of,drug
idiosyncratic,subclass of,drug response
allergic reaction,cause,immunologic mechanism
quantal dose effect curve,different from,grade dose response curve
grade dose response curve,different from,quantal dose effect curve
different time,part of,course of treatment
hyporeactive,subclass of,quantitative variation in drug response
tachyphylaxis,subclass of,responsiveness diminish rapidly after administration of a drug
hyperreactive,subclass of,quantitative variation in drug response
quantitative variation in drug response,subclass of,clinically important
pharmacokinetic,facet of,clinical response
receptor site,part of,receptor
thyroid hormone,subclass of,hormone
antagonist,subclass of,pharmacologic
discontinue,have,withdrawal symptom
biogenic amine,subclass of,compound
agonist,have,ligand
withdrawal symptom,different from,potentially disastrous withdrawal symptom
ligand,part of,agonist
somatic mutation,study by,genetic analysis
genetic analysis,study,somatic mutation
cell,part of,organ system
response distal,part of,receptor
gefitinib,instance of,kinase inhibitor
organ system,have,cell
genetic analysis,study,mutation
precision medicine,subclass of,personalize
mutation,study by,genetic analysis
beneficial,opposite of,toxic effect of drug
chemical structure,part of,molecule
selective,opposite of,specific
receptor,subclass of,biochemical process
adverse effect,different from,side effect
pharmaceutical advertisement,use by,prescriber
side effect,different from,adverse effect
drug,study by,pharmacologic
ed50,facet of,selectivity
in vivo,study by,clinical medicine
anticoagulant therapy,have,bleed
side effect,subclass of,effect
clinical medicine,study,drug
drug,study by,clinical medicine
drug development,part of,clinical medicine
glucocorticoid,subclass of,hormone
treatment regiman,have,drug
preclinical,subclass of,research
receptor,have,bind
pharmacology,study,drug
dopamine receptor,subclass of,receptor
drug,study by,pharmacology
beta2,subclass of,adrenoceptor
allostery,part of,g protein couple receptor
genome,facet of,melanoma
williams m,have,kenakin t
voltage gate,subclass of,channel
brodlie m et al,field of,cystic fibrosis
